Week,Mean,LowerBound,UpperBound
0,0,0,0
1,0.8104,0.2,1.4
2,0.9182,0.5,1.4
3,0.915,0.3,1.8
4,0.521,0.1,1
5,1.5242,0.2,3.5
6,1.4664,0.7,2.5
7,1.5888,0.7,2.6
8,2.5574,0.8,4.9
9,1.7318,0.7,3.2
10,2.102,1,3.4
11,2.0662,0.6,3.8
12,3.0436,1.6,4.6
13,2.9218,1.8,4.1
14,2.3312,1,3.9
15,2.4256,1.1,4.2
16,2.284,1.1,3.4
17,1.5818,0.7,2.6
18,2.4034,1.1,4
19,2.2186,1,3.8
20,2.9288,1.1,5
21,3.6702,1.9,5.6
22,3.6064,1.9,5.6
23,2.7382,1.4,4.3
24,4.0302,2.5,5.4
25,3.2856,2.1,4.6
26,4.9918,3.7,6.1
27,4.2026,2.8,5.8
28,5.3502,3.8,7
29,5.1794,3.2,7.3
30,6.3954,4.7,7.9
31,6.7948,5,8.4
32,8.9864,7,11.2
33,7.899,5.8,9.8
34,6.7832,4.4,9.1
35,7.2016,5.6,8.7
36,6.2248,3,10.5
37,7.2594,4.2,10.7
38,7.1482,4.2,11.2
39,7.2664,4.1,11.1
40,6.755,4.4,9.4
41,6.8206,4.1,9.3
42,4.9824,2.7,7.5
43,5.7346,3.3,8
44,6.2168,3.1,9.6
45,5.9338,3.3,9.1
46,5.67,3.3,8.4
47,5.4606,2.2,8.7
48,5.3582,2.3,9.3
49,4.5266,1,9.6
50,5.1596,2.8,8.1
51,4.7826,2.4,8.2
52,4.8194,2.1,8.4
53,5.629,2.3,10
54,5.8266,3.1,9.3
55,4.78,1.6,8.2
56,3.3768,1.7,5.5
57,4.4772,1.9,7.1
58,3.9812,1.1,7.7
59,6.0042,1.8,11
60,4.142,1.5,7.2
61,4.167,1.6,7.4
62,4.2354,1.9,6.6
63,4.3618,2.3,6.5
64,4.5616,2,7.3
65,4.0736,1.5,6.6
66,3.758,1.1,6.8
67,2.933,1.6,4.8
68,4.46,1.8,7.6
69,4.7708,2.5,7.6
70,4.913,1.7,8.6
71,3.6406,1.2,6.7
72,5.2636,1.7,9
73,3.5466,1,6.3
74,4.3582,1.1,8
75,2.4304,0.7,4.3
76,2.6616,0.7,4.8
77,3.14,0.7,5.7
78,2.4468,0.6,4.2
79,2.4292,0.6,4.5
80,3.8446,1,7.1
81,3.725,1.2,6.4
82,2.33,0.4,4.7
83,3.3194,0.5,6.2
84,1.4332,0,3.3
85,3.1422,0.4,5.9
