Week,Mean,LowerBound,UpperBound
0,0,0,0
1,0.135066666666667,0.0333333333333334,0.233333333333333
2,0.23772619047619,0.128571428571429,0.343333333333333
3,0.265946666666666,0.065,0.558333333333332
4,NaN,0.025,0.225
5,0.234028571428572,0.04,0.511428571428573
6,NaN,0.192279761904762,0.68485119047619
7,0.25639380952381,0.115476190476191,0.421428571428572
8,0.331703333333333,0.141666666666667,0.588333333333333
9,0.177697552447552,0.0871212121212122,0.288811188811189
10,NaN,0.186214285714286,0.424458333333333
11,NaN,0.144444444444444,0.8925
12,0.509754901960784,0.272941176470588,0.812941176470588
13,0.369399047619048,0.228571428571429,0.55
14,0.253063376623377,0.126666666666667,0.40952380952381
15,0.300551428571428,0.160634920634921,0.433333333333333
16,0.255224603174603,0.15,0.387301587301587
17,0.223516666666667,0.117460317460317,0.342460317460317
18,0.38373,0.196666666666667,0.595
19,NaN,0.204910714285714,0.658125
20,0.298636666666667,0.154285714285714,0.458571428571428
21,0.454173286713287,0.266212121212121,0.658181818181818
22,0.316144357864358,0.177613636363636,0.447840909090909
23,0.233196610422825,0.127918341249543,0.368265851795263
24,0.39157918767507,0.280686274509804,0.499915966386554
25,0.344261711121696,0.250237556561086,0.442352941176471
26,0.452804920634921,0.320952380952381,0.593055555555556
27,0.303898245614035,0.22969696969697,0.38040404040404
28,0.391037662337662,0.248852813852814,0.545064935064935
29,0.378898596491228,0.256390977443609,0.51125
30,0.438101289082435,0.353029632905794,0.512477375565611
31,0.413092619047619,0.319270541549953,0.505798319327731
32,0.437123392168472,0.360220214568041,0.511957121825543
33,0.330579697088822,0.238371885485829,0.426210322185555
34,0.316563751142367,0.234001794351693,0.390025819346306
35,0.357833601792944,0.292391314825525,0.420175197609408
36,0.285207037273072,0.159647435897436,0.455573607427056
37,0.383427277605779,0.278361344537815,0.479196225858765
38,0.345266852209433,0.27578431372549,0.410317004850721
39,0.343482385744953,0.241008403361345,0.423072859477265
40,0.369173697413697,0.312770562770563,0.431719391719391
41,0.388109867851447,0.29093567251462,0.487195830485304
42,0.378466218168805,0.205275835275835,0.634154456654457
43,0.345302433380084,0.278924731182796,0.41270453482936
44,0.375726617826618,0.253066748066748,0.50776455026455
45,0.38681,0.279444444444444,0.486666666666666
46,0.371968040741388,0.263358007421655,0.47843737250102
47,0.340477768284347,0.253696741854637,0.422619047619048
48,0.376314819490587,0.271285714285714,0.490448504983389
49,0.382234143541791,0.128839212469237,0.774692154915591
50,0.532372727272727,0.346652003910068,0.798333333333333
51,0.486767328042328,0.295535714285714,0.685185185185185
52,0.394450548574233,0.266349206349206,0.569068212489265
53,0.336970444743935,0.209454926624738,0.437788259958071
54,0.406836276106934,0.289189640768588,0.519257518796992
55,0.264529042809043,0.122554112554113,0.432289562289562
56,NaN,0.209651026057276,0.345955190642691
57,0.24608086484804,0.142666021921341,0.32668639809689
58,0.220638889830269,0.107625482625483,0.345271682340648
59,0.39406775246812,0.173071095571096,0.634126131221718
60,0.282392876500194,0.144444444444444,0.426626016260162
61,0.234742359307359,0.139642857142857,0.33047619047619
62,0.328386829268293,0.169572515079989,0.491829268292683
63,0.444591566929802,0.250588235294118,0.655429505135387
64,0.317273166380611,0.173098767358402,0.477020335985853
65,0.297483737604882,0.119855072463768,0.490996694635138
66,0.220011530074124,0.116666666666667,0.317647295233502
67,0.299224114266396,0.22276707234618,0.37448275862069
68,0.406831351981352,0.213484848484849,0.617890442890443
69,0.466103079365079,0.337936507936508,0.634380952380952
70,0.324476324786325,0.210096716149348,0.457596716149348
71,0.224580714285714,0.130357142857143,0.318928571428571
72,0.548659234234234,0.241666666666667,0.948986486486486
73,0.478393852813853,0.178787878787879,0.885714285714286
74,0.252360706766917,0.123571428571429,0.387300751879699
75,0.133270454545455,0.04,0.2225
76,NaN,0.08155,0.313038888888889
77,NaN,0.145869565217391,0.456434782608696
78,NaN,0.134347153048862,0.604922600619195
79,NaN,0.348166666666667,0.423166666666667
80,NaN,0.482211538461539,0.731730769230769
81,NaN,0.368888888888889,0.750427350427351
82,NaN,0.149059829059829,0.347350427350427
83,NaN,0.329055555555556,0.521888888888889
84,NaN,0.0360526315789474,0.281507177033493
85,NaN,0.338925438596491,0.338925438596491
