Week,Mean,LowerBound,UpperBound
0,0,0,0
1,1.8006,1.5,2
2,0.2018,0,0.5
3,0.3116,0.1,0.6
4,0.3034,0,0.7
5,0.5052,0.1,1
6,0.1984,0,0.5
7,0.3076,0,0.6
8,0.0989999999999999,0,0.3
9,0.402,0.1,0.7
10,0.5996,0.2,1
11,0.5888,0.2,1
12,0.4946,0.1,0.9
13,0.595,0.3,0.9
14,0.5096,0.2,0.8
15,0.597,0.3,0.9
16,0.5002,0.1,1
17,0.4778,0.1,0.9
18,0.8884,0.5,1.3
19,0.2986,0,0.6
20,0.5176,0.1,0.9
21,0.4066,0,0.9
22,0.597,0.1,1.1
23,0.796,0.3,1.3
24,0.6988,0.3,1.2
25,0.7076,0.3,1.2
26,0.1026,0,0.3
27,0.6998,0.2,1.2
28,0.1936,0,0.4
29,0.5952,0.2,1.1
30,0.1054,0,0.3
31,0.0989999999999999,0,0.3
32,0.7154,0.2,1.3
33,0.0899999999999999,0,0.3
34,1.1792,0.6,2
35,0.5996,0.2,1
36,0.3126,0,0.8
37,0.3962,0,0.9
38,0,0,0
39,0.6146,0.1,1.1
40,0.4032,0.1,0.8
41,0.1036,0,0.3
42,0.2018,0,0.5
43,0.4916,0.1,0.9
44,0.709,0.3,1.2
45,0.3054,0.1,0.6
46,0.7876,0.3,1.3
47,0.2944,0,0.6
48,0.5004,0.2,0.8
49,0.3094,0,0.6
50,0.2984,0,0.6
51,0.4752,0.1,0.9
52,0.6094,0.1,1.3
53,0.7112,0.3,1.2
54,0.6004,0.2,1
55,0.5118,0.1,1
56,0.2942,0,0.6
57,0.0967999999999999,0,0.3
58,0.4926,0.1,0.9
59,0.2948,0,0.8
60,0.7186,0.3,1.2
61,0.3154,0,0.7
62,0.5134,0.2,0.8
63,0.6022,0.2,1.1
64,0.2962,0.1,0.6
65,0.307,0,0.6
66,0.5082,0.2,1
67,0.508,0.1,1
68,0.4036,0,1
69,0.3062,0,0.8
70,0.614,0.2,1
71,0.5022,0.1,0.9
72,0.2816,0,0.5
73,0.408,0.1,0.7
74,0.5178,0,1.1
75,0.8932,0.4,1.5
76,0.8012,0.2,1.5
77,0.8014,0.4,1.2
78,0.4074,0.1,0.8
79,0.8022,0.3,1.4
80,0.5014,0.2,1
81,0.4122,0.1,0.7
82,0.0989999999999999,0,0.3
83,0.6136,0.3,1
84,0.623,0,1.7
85,0.5094,0.1,0.9
