Week,Mean,LowerBound,UpperBound
0,0,0,0
1,1.3104,0.9,1.7
2,0.5018,0.1,1
3,0.8648,0.3,1.5
4,0.2748,0,0.7
5,1.6554,0.7,2.9
6,0.8772,0.2,1.6
7,1.3872,0.5,2.3
8,1.5258,0.7,2.5
9,0.8048,0.2,1.5
10,0.304,0,0.8
11,0.0967999999999999,0,0.3
12,1.4382,0.4,2.6
13,1.6996,0.8,2.8
14,0.7032,0.2,1.2
15,1.7434,0.6,3.1
16,1.036,0.3,1.9
17,0.5102,0,1.2
18,0.6138,0,1.5
19,0.1036,0,0.3
20,1.724,0.8,2.9
21,1.2258,0.7,1.9
22,1.424,0.8,2.1
23,1.3738,0.6,2.2
24,1.5998,0.6,2.7
25,0.6104,0.2,1.1
26,0.955,0.4,1.7
27,0.6126,0.2,1.3
28,1.4936,0.7,2.3
29,1.2826,0.6,2
30,1.3616,0.5,2.5
31,1.0096,0.3,1.7
32,3.2646,2,4.7
33,1.6596,1,2.4
34,1.275,0.6,2
35,1.1832,0.5,2.2
36,0.6896,0.2,1.2
37,0.7856,0.3,1.4
38,0.5774,0.1,1.4
39,1.0772,0.3,2.1
40,0.5942,0,1.3
41,0.5026,0.1,1
42,0.2946,0,0.7
43,0.1896,0,0.6
44,0,0,0
45,0,0,0
46,0,0,0
47,0,0,0
48,0,0,0
49,0,0,0
50,0.389,0.1,0.8
51,0,0,0
52,0.4994,0.2,0.8
53,0.3092,0,0.7
54,0.9054,0.4,1.5
55,0.0991999999999999,0,0.3
56,0.2086,0,0.5
57,1.7954,1.2,2.4
58,0.6938,0.2,1.4
59,1.101,0.5,1.8
60,0.8188,0.4,1.3
61,0.9116,0.5,1.5
62,0.105,0,0.3
63,0.7008,0,1.6
64,0.6834,0.1,1.4
65,0.7718,0,1.8
66,0.42,0,1.2
67,0.8212,0.1,1.6
68,1.0972,0.5,2
69,0.2884,0,0.7
70,1.171,0.5,2
71,0.2888,0,0.7
72,0.1896,0,0.6
73,0.2996,0,0.6
74,0.3924,0,0.9
75,0.1896,0,0.6
76,0.0947999999999999,0,0.3
77,0,0,0
78,0,0,0
79,0,0,0
80,0,0,0
81,0,0,0
82,0,0,0
83,0,0,0
84,0,0,0
85,0,0,0
