Week,Mean,LowerBound,UpperBound
0,0,0,0
1,0.811,0.5,1
2,0.6082,0.1,1.1
3,0.294,0,0.6
4,0.5202,0.2,0.9
5,0.6112,0,1.2
6,0.7084,0.2,1.3
7,0.7918,0.1,1.7
8,0.7964,0.2,1.4
9,1.2878,0.5,2.1
10,0.8002,0.4,1.4
11,1.518,0.6,2.6
12,1.0094,0.4,1.7
13,1.4418,0.6,2.6
14,1.9354,1.2,2.8
15,2.1296,1.3,3
16,2.5336,1.6,3.5
17,1.8226,1,2.6
18,2.5186,1.4,3.9
19,1.95,1.1,3
20,2.929,1.2,5.2
21,3.2286,1.5,5.4
22,3.5758,1.7,6.2
23,3.249,2.1,4.5
24,3.8146,2.4,5.7
25,4.5942,2.9,6.6
26,2.5216,1.9,3.3
27,2.0996,1,3.4
28,1.0158,0.3,1.9
29,1.5758,0.7,2.5
30,0.8048,0.2,1.5
31,0.5164,0.1,1.1
32,0.3078,0,0.6
33,0.5032,0.2,0.8
34,0.524,0.1,1.2
35,0.3098,0,0.8
36,0.3096,0.1,0.6
37,0.5034,0.1,0.9
38,1.0232,0.2,1.8
39,0.4092,0.1,0.9
40,0.5124,0.1,0.9
41,0.5168,0.2,1
42,1.0324,0.4,1.8
43,0.415,0.1,0.8
44,1.0406,0.3,2
45,1.0488,0.2,2.2
46,1.3414,0.2,2.6
47,0.623,0.1,1.3
48,1.244,0.4,2.3
49,1.3002,0.6,2.1
50,1.3122,0.6,2.2
51,1.4346,0.4,2.6
52,1.5108,0.7,2.6
53,1.1228,0.4,1.9
54,2.0256,0.8,3.2
55,1.2772,0.6,1.9
56,1.3944,0.7,2.2
57,1.463,0.6,2.2
58,2.3306,1,3.8
59,1.7828,0.6,3
60,2.6854,1.3,4
61,2.5808,1.2,4.1
62,3.4662,1.7,5.4
63,2.2142,0.8,4
64,2.6944,1.2,4.3
65,2.8874,1.8,4.1
66,3.3674,1.8,4.9
67,2.2302,1.1,3.4
68,2.3016,1.1,3.6
69,3.8548,2,6.2
70,2.6038,1.2,4.2
71,3.214,2,4.4
72,2.3172,1.1,3.7
73,2.7422,1.3,4.2
74,2.809,1.1,5.1
75,3.0938,1.6,4.9
76,2.6958,1,4.5
77,2.5144,0.9,4
78,2.6502,1.2,4.7
79,2.4046,1.1,4.1
80,2.8554,1.4,4.5
81,2.7678,1.4,4
82,3.213,1.7,4.6
83,1.8908,0.7,3.1
84,2.5072,0.7,4.5
85,2.6588,1.5,4.1
