Week,Mean,LowerBound,UpperBound
0,0,0,0
1,1.6194,1.4,1.9
2,1.1198,0.3,2
3,0.879,0.4,1.5
4,1.2166,0.6,1.8
5,1.009,0.3,1.9
6,1.6124,0.5,2.8
7,1.0928,0.2,2.1
8,1.5948,0.5,2.9
9,2.393,1,4
10,1.9034,0.9,3.1
11,2.3332,0.9,4.1
12,1.6274,0.7,2.5
13,3.2708,1.3,5.2
14,3.779,2.5,5.4
15,3.1402,1.9,4.3
16,5.0868,3.2,7.4
17,4.1736,2.6,6
18,5.7914,3.7,8.3
19,4.0752,2.7,5.8
20,6.4214,2.9,10.3
21,6.588,3,10.9
22,6.7038,4.2,10.2
23,6.9134,4.5,10.2
24,7.873,4.8,12.6
25,9.3504,5.3,14.7
26,6.7432,3.8,10.9
27,6.6326,4.8,8.6
28,3.016,2.2,3.9
29,3.0886,1.7,4.7
30,1.606,0.7,2.7
31,0.9152,0.2,2
32,0.6122,0.2,1.1
33,1.0016,0.6,1.4
34,1.0326,0.4,1.8
35,0.5082,0,1.2
36,0.8214,0.3,1.5
37,0.988,0.4,1.7
38,1.547,0.4,2.9
39,1.1214,0.5,1.8
40,1.3224,0.5,2.2
41,1.2368,0.5,2.1
42,2.1694,0.8,3.8
43,1.541,0.6,2.9
44,2.0456,1,3.3
45,2.2762,1,4
46,2.2558,0.9,3.9
47,2.277,0.9,4
48,2.353,0.9,4
49,2.4138,1.2,3.8
50,2.1956,1,3.5
51,2.5436,1.1,4.1
52,2.5338,1.5,3.8
53,2.5222,1.3,3.9
54,3.3466,1.4,5.2
55,3.3746,2,4.8
56,3.1028,1.8,4.4
57,3.684,2.2,5
58,4.4146,2.8,5.9
59,4.1104,2.2,6.3
60,4.687,2.2,7.1
61,5.1634,2.4,7.9
62,6.1468,3.1,9.4
63,4.5792,2.1,7.8
64,5.6654,3,8.7
65,4.7824,3.1,6.6
66,5.7766,3.3,8.5
67,4.8244,2.8,6.8
68,4.2866,2,6.7
69,6.7746,3.5,10.8
70,4.6038,2.4,7.3
71,6.2932,3.6,9.6
72,4.488,2.4,6.8
73,5.3828,3.4,7.6
74,4.412,2.1,7.2
75,5.1766,2.6,8.6
76,4.9822,2.5,7.8
77,4.7418,2.2,7.4
78,4.646,2.4,7.8
79,5.0764,2.9,7.8
80,4.4446,2,7.7
81,4.7696,2.8,6.7
82,5.707,3,8.6
83,4.5252,2,7.6
84,4.5578,2,7.4
85,4.6244,2.4,7.2
