Week,Mean,LowerBound,UpperBound
0,0,0,0
1,1.7896,1.5,2
2,0.0947999999999999,0,0.3
3,0.1036,0,0.3
4,0.105,0,0.3
5,0.0947999999999999,0,0.3
6,0,0,0
7,0,0,0
8,0,0,0
9,0.0991999999999999,0,0.3
10,0.1054,0,0.3
11,0,0,0
12,0,0,0
13,0.105,0,0.3
14,0,0,0
15,0.0967999999999999,0,0.3
16,0,0,0
17,0.1036,0,0.3
18,0,0,0
19,0.0991999999999999,0,0.3
20,0,0,0
21,0.2028,0,0.5
22,0.2028,0,0.5
23,0.507,0.2,0.8
24,0.5812,0,1.2
25,0.4958,0.1,0.9
26,0.9776,0.3,1.8
27,0.496,0.1,0.9
28,0.589,0.2,1
29,1.0996,0.5,1.8
30,0.6926,0.1,1.5
31,0.693,0.3,1.3
32,1.1008,0.6,1.7
33,0.7054,0.1,1.5
34,0.4056,0,1
35,1.2128,0.4,2.2
36,1.006,0.4,1.6
37,0.4066,0.1,0.7
38,1.1014,0.4,1.9
39,0.7006,0.2,1.3
40,0.8738,0.2,1.8
41,0.3896,0,1
42,0.4892,0.2,0.8
43,1.0992,0.5,1.8
44,0.9934,0.2,2
45,0.915,0.2,1.9
46,0.6962,0.2,1.4
47,0.5936,0.2,1.1
48,0.8038,0.1,1.7
49,0.705,0.3,1.1
50,0.394,0,0.8
51,0.773,0.2,1.5
52,0.3872,0,1.2
53,0.2974,0,0.6
54,0.2864,0,0.8
55,0.7,0.2,1.2
56,0.3024,0.1,0.6
57,0.0947999999999999,0,0.3
58,0.7928,0.3,1.4
59,0.5076,0.1,1.1
60,0.7016,0.2,1.3
61,0.3038,0,0.6
62,0.5148,0,1.3
63,0.4998,0.1,1.1
64,0.2966,0.1,0.6
65,0.5076,0.1,1.1
66,1.0202,0.2,2.3
67,0.7,0.2,1.4
68,0.5062,0,1.2
69,0.6076,0.2,1.1
70,0.5892,0.1,1.2
71,0.507,0.2,0.8
72,0.4992,0.1,0.9
73,0.4046,0,1.1
74,0.3948,0,1
75,0.4968,0.1,1
76,0.5132,0.1,0.9
77,0.3106,0,0.8
78,0.1026,0,0.3
79,0,0,0
80,0.2002,0,0.5
81,0.2076,0,0.5
82,0,0,0
83,0.1026,0,0.3
84,0,0,0
85,0,0,0
