Week,Mean,LowerBound,UpperBound
0,0,0,0
1,0,0,0
2,0.4934,0.2,0.8
3,1.5468,0.7,2.5
4,2.6946,1.9,3.5
5,3.4976,2.7,4.1
6,2.5022,1.5,3.6
7,3.2186,2.4,4.2
8,2.138,1.1,3.2
9,3.5054,2.2,4.9
10,3.7804,2.9,4.7
11,4.0776,3.3,4.9
12,3.2696,2.5,4.1
13,4.062,2.9,5
14,3.8154,2.7,5.1
15,3.886,2.6,5
16,4.1286,3.4,4.8
17,4.687,3.3,5.9
18,3.6046,2.7,4.5
19,3.4214,2.4,4.5
20,4.2346,2.5,6.4
21,3.1144,2.5,3.7
22,3.347,2,4.9
23,3.3692,2.1,4.7
24,3.572,2.3,4.9
25,2.9282,2.1,3.7
26,3.6896,3,4.4
27,4.4198,3,5.6
28,4.1826,3.4,5
29,2.9694,2,4.1
30,4.9706,3.5,6.4
31,3.8948,3,4.9
32,4.3512,3.3,5.5
33,3.7032,2.6,4.8
34,4.502,3.1,6.1
35,3.6762,1.9,5.7
36,3.6186,2.3,5
37,4.3912,3.3,5.5
38,3.6284,1.7,6
39,3.0916,2.1,4.1
40,4.3902,3.2,5.5
41,2.2566,1.4,3.2
42,4.4908,3.1,6
43,3.4086,1.9,4.8
44,4.118,2.3,5.9
45,3.7018,2.6,4.8
46,4.227,2.9,5.6
47,3.843,2.3,5.3
48,3.661,2.4,5
49,2.8102,2.1,3.8
50,4.193,3.5,4.9
51,3.4964,2.2,4.9
52,4.1032,3.1,5.1
53,3.7918,2.3,5.4
54,3.1842,2.3,4.1
55,2.6514,1.7,3.7
56,3.7934,2.7,5.2
57,2.984,1.7,4.1
58,3.0984,2,4.2
59,2.9474,1.9,4.3
60,2.8272,1.6,4.5
61,3.8988,2.7,5.1
62,3.3116,2.3,4.2
63,3.5812,2.9,4.3
64,3.5686,2.4,5
65,3.9398,2.9,4.9
66,4.0044,3,4.9
67,4.4384,3.5,5.2
68,3.973,2.8,5.1
69,6.3698,4.8,8.3
70,3.5948,2.2,5
71,3.6936,2.6,4.7
72,4.2698,2.7,6
73,3.6446,2.4,4.8
74,2.8862,2.1,3.6
75,3.344,2,4.7
76,3.8174,2.3,5.4
77,3.2546,2.1,4.3
78,3.7458,2.4,5.2
79,2.6674,1.6,4.1
80,3.1276,2,4.1
81,3.706,2.1,5.4
82,3.2638,2,5
83,3.9344,2.4,5.7
84,3.5732,2.9,4.4
85,4.5908,3,6.9
