Week,Mean,LowerBound,UpperBound
0,0,0,0
1,0.05423,0.025,0.085
2,0.115818368895662,0.0663907352923372,0.167258542250053
3,0.176588204142639,0.134225878239945,0.216314221628059
4,0.165466555438662,0.125146041770756,0.204083520610781
5,0.183424499838651,0.125009344532042,0.24173680705354
6,0.163514353030162,0.115067095282549,0.211278804112837
7,0.189736268116991,0.149892373496353,0.225510986042021
8,0.177632248373804,0.110152844231791,0.240997921955504
9,0.218106198602021,0.169011071238518,0.275797222544062
10,0.175554018829616,0.13826787527276,0.215754176528279
11,0.240784650216674,0.195097534358591,0.292816256722146
12,0.213746943345989,0.17364223479954,0.252703216687414
13,0.223356533430653,0.175113414445643,0.279420131801948
14,0.244855653484708,0.187230996656155,0.301099926225142
15,0.187481106979971,0.149393216846123,0.219167007399199
16,0.20599397727953,0.138304061364286,0.268276428019817
17,0.170732623095022,0.139893694053319,0.202587425356739
18,0.220149379113264,0.172283482806287,0.266788554779798
19,0.237964605476218,0.185368265273727,0.289133936712237
20,0.178494069547358,0.12760773012765,0.241745039615625
21,0.205060797646515,0.138322786292744,0.280336055983384
22,0.194844169806404,0.146778926575329,0.228908859308359
23,0.229711425100959,0.172614772525548,0.284399903398958
24,0.207451780478081,0.143904413097637,0.26304688119468
25,0.201157483955894,0.138941582831956,0.267932555561047
26,0.21249433548364,0.163756725148688,0.25669052900485
27,0.187975182000422,0.148491084343401,0.227344592666176
28,0.227532477174748,0.168116116510862,0.285988008489344
29,0.238839211988181,0.181658177110914,0.295437113851974
30,0.215923291793493,0.145679902160442,0.297193251411518
31,0.234140870388461,0.185739262022356,0.277881298775785
32,0.223893496622546,0.165030607793766,0.289583449545225
33,0.185130265196607,0.138236154829951,0.236751299029923
34,0.211362111006767,0.176091723100842,0.247051842801581
35,0.202257560936303,0.150033919822516,0.252950790986579
36,0.196103466670247,0.150768762157806,0.234390032169282
37,0.185580178303694,0.120587737853152,0.266293755319551
38,0.190285708309287,0.126735728827022,0.256414043986813
39,0.209765285557236,0.174835948734931,0.242876062175078
40,0.24070047137437,0.159412913872142,0.324400797979228
41,0.197464784627098,0.113875612215535,0.316940128952826
42,0.158443020361403,0.0967534586413441,0.224280971742967
43,0.239099145128354,0.188411532609959,0.293806750066411
44,0.21840176577306,0.141639338124874,0.325612772638155
45,0.259051751255043,0.19031121971415,0.319621611973498
46,0.191866160357665,0.137195145471187,0.246703606678839
47,0.206478931176265,0.155319896940396,0.257881323889954
48,0.190032776930908,0.142611228864687,0.239904574033393
49,0.215424874865877,0.18557825918818,0.240443354985953
50,0.171792455702497,0.139769719856173,0.205924111550474
51,0.169050588207229,0.123288058781723,0.224503785146097
52,0.205301458269787,0.123207581442784,0.284436053531422
53,0.159962749616887,0.116403021976744,0.192793629006964
54,0.190137516885498,0.142272286825278,0.251261955923334
55,0.259000739675487,0.194326455384178,0.321101714362499
56,0.134213897798365,0.0934807032048413,0.168698415555033
57,0.207075392042854,0.141532853421078,0.260270208817645
58,0.183907743880433,0.140409109751115,0.22395771339119
59,0.160137330319367,0.0918084378530086,0.231190262843489
60,0.192365430351887,0.15385069794277,0.226120863797993
61,0.224042877513635,0.172545991743367,0.266167377990432
62,0.212478077745769,0.139965486592862,0.289116448303011
63,0.199150385186523,0.157184087845159,0.244147284620369
64,0.23032881585694,0.148024091069141,0.322603273426054
65,0.19145514457123,0.130296526750015,0.247561934763524
66,0.255769168956177,0.201987923992674,0.307790246757518
67,0.292501342506509,0.217734917098019,0.373712198616525
68,0.233724864762305,0.178700335841437,0.298041291601118
69,0.183551121159975,0.14084060969265,0.227728801893718
70,0.201159396800258,0.149331258819317,0.256159180595326
71,0.270078249851578,0.175745074605339,0.366939322772757
72,0.207019623243603,0.176264455982623,0.24241150868962
73,0.168733138771735,0.125745686638093,0.208196428356326
74,0.194755646028245,0.135660854314257,0.249995570699725
75,0.243136420377772,0.1648913257688,0.31769034717012
76,0.154442428183514,0.132143272860984,0.176467935091725
77,0.191070696459713,0.14047419308613,0.240760423528668
78,0.170553928211501,0.114657577779197,0.218853748003905
79,0.188570116406697,0.127600891861762,0.248504014314756
80,0.202501010391048,0.155888422647667,0.246372327679078
81,0.198749284509955,0.132455930427687,0.269725908824746
82,0.225672472738474,0.159039781663657,0.291314091468057
83,0.2031646203501,0.131717576877652,0.28262247122364
84,0.267499106985393,0.200819818573724,0.332722604169938
85,0.21357545932441,0.158898946670272,0.270971742284628
