Week,Mean,LowerBound,UpperBound
0,0,0,0
1,0.4056,0,0.9
2,0.476,0,1.4
3,0.4036,0,0.9
4,0.2768,0,0.7
5,0,0,0
6,0,0,0
7,0.2932,0,0.7
8,0.2028,0,0.5
9,0.1054,0,0.3
10,0,0,0
11,0,0,0
12,0,0,0
13,0.0947999999999999,0,0.3
14,0.194,0,0.5
15,0.3056,0,0.7
16,0.0967999999999999,0,0.3
17,0.6794,0.3,1.2
18,0.1954,0,0.4
19,0.1026,0,0.3
20,1.205,0.5,2.1
21,0.7044,0.2,1.2
22,0.8032,0.3,1.3
23,0.8068,0.2,1.4
24,2.3726,0.9,4
25,1.2912,0.8,2
26,3.0244,1.5,4.7
27,3.5914,2.5,4.6
28,1.6112,0.7,2.5
29,3.7064,1.5,6.2
30,3.9624,1.2,7.6
31,3.9712,1.2,7.1
32,4.927,2.6,7.5
33,4.0248,2.1,6.3
34,4.3072,1.8,7.3
35,4.7924,1.8,8.3
36,2.984,1.5,4.7
37,4.1196,2.1,6.2
38,4.9158,2.3,7.9
39,5.9738,2.1,10.1
40,3.8662,1.8,6.3
41,3.262,0.9,6
42,3.858,1.5,6.5
43,3.9234,1.2,7.4
44,3.7922,1.6,6.6
45,3.9108,1.4,7.1
46,4.059,1.2,7.3
47,4.3568,1.8,7.2
48,3.995,1.5,6.9
49,3.2004,1.3,5.3
50,2.5862,1,4.5
51,3.315,1.3,5.8
52,3.0818,1.1,5.3
53,2.2954,1.1,3.6
54,2.2084,0.9,3.9
55,3.586,1.3,6.2
56,2.3366,0.2,4.9
57,2.1898,0.7,4
58,3.0764,1.3,5.2
59,2.979,0.9,5.7
60,3.1412,0.8,6
61,2.922,1.3,4.8
62,2.3928,0.6,4.8
63,2.661,0.6,5.2
64,2.7768,1.4,4.4
65,2.3962,0.9,4.1
66,2.3644,0.8,4.2
67,2.2838,0.7,4.2
68,2.9126,1.1,5.7
69,2.7582,0.6,5.6
70,1.1922,0.4,2.1
71,2.0958,0.9,3.7
72,2.3156,0.8,4.2
73,1.7316,0.6,3.2
74,1.908,0.7,3.3
75,0.9938,0.2,2.1
76,1.7882,0.3,3.7
77,1.1916,0.3,2.4
78,1.286,0.2,2.7
79,0.8222,0.1,2
80,0.805,0.2,1.5
81,1.1328,0.1,2.5
82,0.7118,0.2,1.4
83,0.4104,0,1.2
84,0.4026,0,1
85,0.5942,0,1.3
