Week,Mean,LowerBound,UpperBound
0,0,0,0
1,0,0,0
2,0.782,0.3,1.3
3,0.7882,0.2,1.7
4,0.5004,0.1,0.9
5,0.3804,0,0.8
6,0.6144,0.2,1.1
7,0.0947999999999999,0,0.3
8,0.4732,0,1
9,0,0,0
10,0.1036,0,0.3
11,0.1054,0,0.3
12,0,0,0
13,0,0,0
14,0.2966,0.1,0.6
15,0.1896,0,0.6
16,0.5016,0.1,0.9
17,0.105,0,0.3
18,0.7012,0.3,1.2
19,1.1046,0.5,1.8
20,0.3866,0.1,0.7
21,1.3888,0.4,2.6
22,1.1046,0.6,1.6
23,1.099,0.5,1.8
24,1.9288,0.7,3.1
25,2.9764,1.2,4.9
26,1.9986,1.1,2.8
27,4.4082,2.6,6.3
28,4.8748,2.8,7.2
29,5.9302,3.7,8.7
30,5.42,2.4,8.9
31,5.5472,2.2,9.8
32,6.3666,2.7,10.9
33,7.5754,4,11.5
34,7.3304,4.2,10.9
35,8.336,4.5,12.5
36,7.873,4.2,11.8
37,6.3114,3,9.8
38,7.293,3.9,11.1
39,6.747,2.9,11.3
40,7.2664,3.1,11.8
41,7.384,2.8,12.5
42,7.0134,3.1,12.1
43,6.94,2.2,12.9
44,6.103,1.7,11.1
45,6.2714,2.4,11.1
46,7.7528,2.6,13.5
47,6.1554,2.7,10.2
48,6.7074,2.2,11.8
49,5.472,1.6,9.9
50,4.981,1.9,8.6
51,5.2138,2.6,8.1
52,3.99,1.8,6.4
53,6.1034,2.6,10.2
54,2.9796,1.1,5.2
55,4.6324,2,8
56,4.2396,1.6,7.4
57,4.058,1.7,6.8
58,5.2508,2.1,8.9
59,3.4856,1.4,6
60,4.2092,2.4,6.4
61,4.7052,1.2,9.5
62,4.7962,1.9,8.4
63,4.29,1.4,8
64,4.3558,1.1,8.7
65,4.3988,1.7,7.4
66,4.4946,1.5,8.2
67,4.2082,1.6,7.1
68,3.3832,1.3,6
69,4.687,1.3,9.3
70,4.3506,1.5,8
71,3.77,1.3,6.9
72,3.3902,1,6.5
73,3.9118,1.2,7.5
74,3.0302,1.4,5
75,2.8974,1,5.4
76,1.8826,0.3,3.9
77,3.2904,0.7,6.9
78,1.5714,0.4,3
79,2.078,0.2,4.6
80,1.4936,0.2,3.2
81,1.514,0.5,3
82,1.815,0.6,3.4
83,0.899,0.2,1.7
84,0.9252,0.1,2
85,0.705,0.1,1.6
