Week,Mean,LowerBound,UpperBound
0,0,0,0
1,0.4988,0.2,0.8
2,0.6952,0.1,1.4
3,1.1114,0.5,1.9
4,0.5078,0,1.1
5,0.2028,0,0.5
6,0.4114,0,1
7,0.7046,0.2,1.4
8,0.2952,0,0.7
9,0.5102,0.1,1.1
10,0.2062,0,0.5
11,0.3988,0.1,0.8
12,0.7086,0.3,1.2
13,1.014,0.4,1.7
14,0.7162,0.3,1.2
15,0.6882,0.2,1.2
16,1.1276,0.4,2.1
17,1.2366,0.3,2.4
18,0.9884,0.2,2.1
19,1.1248,0.3,2.1
20,1.4394,0.6,2.6
21,1.2044,0.6,2
22,1.015,0.3,1.8
23,1.3046,0.6,2.3
24,1.2354,0.4,2.4
25,0.3822,0,0.8
26,0.9946,0.2,2.1
27,0.8,0.1,1.6
28,1.867,1.1,2.8
29,1.5566,0.7,2.6
30,1.8286,0.8,3.2
31,1.3876,0.6,2.2
32,2.5018,1.1,4.1
33,1.67,0.8,2.6
34,1.6808,0.7,2.9
35,1.6528,0.8,2.6
36,2.0054,1.3,2.8
37,2.5716,0.8,4.5
38,1.4874,0.5,2.5
39,1.1788,0.4,2.2
40,0.7022,0.1,1.5
41,1.4892,0.7,2.3
42,1.5216,0.7,2.5
43,0.4046,0.1,0.8
44,0.4956,0.1,0.9
45,0.826399999999999,0.2,1.4
46,0.6702,0.1,1.3
47,0.6978,0.1,1.4
48,0.6682,0.1,1.5
49,0.4808,0,1.1
50,0.5834,0,1.2
51,0.9628,0.2,1.9
52,0.764,0.1,1.8
53,0.8782,0.2,1.8
54,0.9878,0.1,1.9
55,0.599,0.1,1.1
56,0.6822,0.2,1.2
57,1.6162,0.9,2.3
58,1.2934,0.4,2.3
59,0.9666,0.3,2
60,0.7788,0.3,1.2
61,0.7692,0.1,1.6
62,0.4734,0,1.1
63,0.6734,0.1,1.3
64,0.6848,0.2,1.2
65,0.955,0.4,1.5
66,0.5748,0.1,1.2
67,1.1396,0.3,2.2
68,0.7152,0.2,1.3
69,1.417,0.7,2.4
70,0.979,0.2,1.8
71,0.8928,0.2,1.7
72,0.8822,0.3,1.7
73,0.601,0,1.3
74,0.4956,0,1.2
75,0.2962,0,0.7
76,0.1994,0,0.5
77,0.1994,0,0.5
78,0.1026,0,0.3
79,0,0,0
80,0,0,0
81,0.1026,0,0.3
82,0.2052,0,0.6
83,0,0,0
84,0,0,0
85,0,0,0
