Week,Mean,LowerBound,UpperBound
0,0,0,0
1,0.0831333333333335,0.0333333333333334,0.133333333333334
2,0.3011,0.035,0.59
3,0.508446666666667,0.203333333333333,0.870000000000001
4,NaN,0.00600000000000001,0.4875
5,0.0983699999999999,0,0.2325
6,NaN,0,0.489196428571429
7,0.258607619047619,0.0619047619047619,0.518571428571428
8,NaN,0,0.35925
9,NaN,0.195,0.698333333333333
10,NaN,0.391666666666667,0.391666666666667
11,NaN,0.466666666666667,0.466666666666667
12,0.301538888888889,0.1,0.558333333333333
13,0.281849111111111,0.116055555555556,0.468357142857143
14,NaN,0.135409226190476,0.495142361111111
15,0.288556571428571,0.1,0.489666666666667
16,NaN,0.326226190476191,1.42269047619048
17,NaN,0.285595238095238,1.16892857142857
18,NaN,0.245,1.00833333333333
19,NaN,0.791975308641976,1.33641975308642
20,0.316173333333333,0.157777777777778,0.516666666666666
21,0.357078461538461,0.181538461538462,0.507820512820513
22,0.224139285714286,0.075,0.388392857142857
23,0.402777864357864,0.205396825396825,0.65511038961039
24,0.264410972222222,0.102380952380952,0.457093253968254
25,NaN,0.0159090909090909,0.698451704545454
26,0.296926666666667,0.0759523809523809,0.578333333333333
27,0.37258,0.035,0.773571428571429
28,0.463027934807256,0.273897959183674,0.676728174603175
29,0.490791904761905,0.206666666666667,0.84357142857143
30,NaN,0.352592261904762,0.955026515151513
31,0.346162123289816,0.145069033530572,0.537433862433862
32,0.423282531382923,0.225220458553792,0.631136528685548
33,0.308445553335553,0.154285714285714,0.490808080808081
34,NaN,0.398674603174603,0.666114087301587
35,NaN,0.235982142857143,0.597321428571428
36,NaN,0.560193452380953,1.79605654761905
37,NaN,0.33047619047619,1.19507936507937
38,NaN,0.227833333333333,0.800333333333333
39,0.342793799229093,0.115009985475672,0.581336555601261
40,NaN,0.0715570887445888,0.609704184704185
41,0.547935091575091,0.25448717948718,0.838333333333333
42,NaN,0.420375,1.07566071428571
43,NaN,0.0357142857142857,0.357142857142857
44,NaN,0.3,1.33333333333333
45,0.66045,0.2,1.2125
46,NaN,0.0608333333333333,0.645
47,NaN,0.188958333333333,0.686020833333334
48,NaN,0.465277777777778,1.05138888888889
49,NaN,0.755555555555556,0.755555555555556
50,NaN,0.1,0.670500000000002
51,NaN,0.176424242424242,0.779409090909089
52,0.229222222222222,0.05,0.410493827160494
53,0.298291428571429,0.0666666666666667,0.56
54,0.207001827801828,0.0333333333333333,0.371717171717172
55,NaN,0.0561111111111112,0.628611111111112
56,NaN,0.167541666666667,0.603095238095238
57,0.560589285714286,0.274285714285714,0.905535714285714
58,NaN,0.185142857142857,0.904539682539684
59,0.328428174603175,0.101785714285714,0.638293650793651
60,0.300007142857143,0.133214285714286,0.467380952380953
61,0.230087727272727,0.03,0.448939393939394
62,NaN,0.016875,0.315909090909091
63,0.274214285714286,0.0666666666666666,0.512857142857143
64,0.28431768707483,0.0945578231292517,0.528945578231293
65,0.398247166666667,0.2,0.601166666666667
66,NaN,0.1,0.57375
67,NaN,0.20125,1.03960782828283
68,NaN,0.167611111111111,0.620708333333333
69,0.546860317460317,0.333333333333333,0.818452380952381
70,0.493976111111112,0.0819444444444445,0.994444444444446
71,NaN,0.180416666666667,0.886354166666666
72,NaN,0.586666666666667,0.890694444444445
73,NaN,0.233333333333333,0.796527777777778
74,NaN,0.33,0.72875
75,NaN,0.23,0.23
76,NaN,NaN,NaN
77,NaN,NaN,NaN
78,NaN,NaN,NaN
79,NaN,NaN,NaN
80,NaN,NaN,NaN
81,NaN,NaN,NaN
82,NaN,NaN,NaN
83,NaN,NaN,NaN
84,NaN,NaN,NaN
85,NaN,NaN,NaN
