Week,Mean,LowerBound,UpperBound
0,0,0,0
1,1.4118,0.8,2
2,1.077,0.4,1.8
3,1.0244,0.3,1.9
4,0.9064,0.2,1.7
5,2.4194,1.2,3.8
6,1.492,0.5,2.6
7,1.5794,0.5,2.8
8,2.2072,1,3.6
9,2.2018,1.1,3.6
10,2.1292,0.9,3.6
11,2.7484,1.2,4.6
12,3.8834,2,5.9
13,3.9656,2.5,5.6
14,3.141,2.1,4.1
15,5.1922,3.1,7.6
16,4.6098,2.8,6.7
17,5.3864,3.5,7.8
18,5.9516,3.7,8.5
19,5.9528,2.8,10
20,7.2032,3.8,11.6
21,6.3882,3.5,10.2
22,8.8266,5.6,13.8
23,8.9402,5.8,13.6
24,10.0984,5.3,16.6
25,9.032,5.5,14
26,4.1908,3.2,5.2
27,2.2064,1.2,3.4
28,2.6124,1.5,4
29,1.6086,0.5,3.1
30,0.919,0.3,1.6
31,0.2962,0.1,0.6
32,1.0248,0.4,1.8
33,1.0252,0.5,1.6
34,0.4,0.1,0.7
35,1.3352,0.6,2.2
36,1.1956,0.6,1.9
37,1.3354,0.3,2.7
38,1.6344,0.8,2.6
39,1.1086,0.4,1.9
40,1.5718,0.4,3.1
41,1.8396,0.9,2.8
42,2.1296,1,3.5
43,1.9594,0.8,3.4
44,2.4802,1,4.4
45,2.6026,0.9,4.8
46,2.3582,1.1,3.8
47,3.66,1.8,5.7
48,1.3162,0.7,1.9
49,2.6374,1,4.9
50,2.8,1.3,4.3
51,2.8648,1.2,4.7
52,2.4116,1.1,3.9
53,4.2322,2.3,6.2
54,3.8104,2.4,5.4
55,3.0142,1.4,4.8
56,3.9542,2.2,6.1
57,4.415,2.7,6
58,5.4714,2.2,9.5
59,4.6178,2.5,6.7
60,5.2968,2.6,7.8
61,6.3344,3.1,10
62,4.8696,2.5,7.6
63,5.1784,2.7,8.5
64,5.8574,3.3,8.6
65,5.3902,3,7.8
66,4.5,2.5,6.6
67,5.6064,2.9,8.6
68,6.3762,3.5,9.7
69,6.2614,3.1,10.3
70,6.22,3.8,8.7
71,5.0818,2.2,8.7
72,5.1902,3.1,7.3
73,4.884,2.7,7.3
74,6.0844,3,10.5
75,4.5728,2.4,7.3
76,5.444,1.9,9.1
77,5.7042,2.7,9.6
78,4.642,3,6.5
79,4.7752,2.5,7.6
80,5.6392,3.1,8.4
81,4.965,2.3,8
82,5.9628,3.4,8.8
83,3.63,1.1,6.3
84,4.8612,2.3,7.4
85,5.6062,3.3,8.1
