Week,Mean,LowerBound,UpperBound
0,0,0,0
1,1.6194,1.4,1.9
2,0.4002,0,0.8
3,0.0991999999999999,0,0.3
4,0.2884,0,0.7
5,0,0,0
6,0.1984,0,0.6
7,0,0,0
8,0,0,0
9,0.3052,0,0.6
10,0.0967999999999999,0,0.3
11,0.105,0,0.3
12,0.105,0,0.3
13,0.3078,0,0.6
14,0.5052,0.2,0.8
15,0.208,0,0.5
16,0.2046,0,0.4
17,0.2028,0,0.5
18,0.8212,0.4,1.3
19,0.6128,0.1,1.2
20,0.4012,0,0.9
21,0.5114,0.1,1.1
22,0.6184,0.3,1
23,0.8148,0.4,1.3
24,0.8068,0.3,1.5
25,1.181,0.4,2.3
26,0.7104,0.2,1.4
27,0.8066,0.3,1.4
28,0.1974,0,0.5
29,0.2042,0,0.5
30,0,0,0
31,0.2062,0,0.5
32,0,0,0
33,0.391,0.1,0.7
34,0,0,0
35,0,0,0
36,0.2016,0,0.5
37,0.2002,0,0.5
38,0.2044,0,0.5
39,0.307,0,0.6
40,0.1054,0,0.3
41,0.1054,0,0.3
42,0.4132,0.1,0.7
43,0.2046,0,0.4
44,0.204,0,0.5
45,0,0,0
46,0.3964,0,1
47,0.6196,0.1,1.2
48,0.3144,0,0.7
49,0.5084,0.1,0.9
50,0.2976,0.1,0.6
51,0.403,0.1,0.7
52,0.3064,0.1,0.6
53,0.3078,0.1,0.6
54,0.4074,0.1,0.8
55,0.3978,0.1,0.7
56,0.407,0.1,0.8
57,0.302,0,0.7
58,0.8038,0.2,1.4
59,0.299,0,0.7
60,0.3898,0.1,0.7
61,0.6908,0.1,1.3
62,0.7764,0,1.8
63,0.3916,0,1
64,0.3962,0,0.8
65,0.5886,0.3,0.9
66,0.9928,0.2,1.9
67,0.506,0.1,1.1
68,0.603,0.2,1
69,0.6074,0.2,1.1
70,0.9862,0.2,1.8
71,0.4908,0,1.3
72,0.1926,0,0.5
73,0.2792,0,0.7
74,0.2992,0,0.6
75,0.5976,0.2,1
76,0.2002,0,0.5
77,0.3036,0,0.6
78,0.378,0,1
79,0.6864,0.2,1.3
80,0.6866,0.2,1.3
81,0.3018,0,0.6
82,0.477,0,1.3
83,0.2926,0,0.6
84,0.6008,0.2,1
85,0.385,0.1,0.7
