Week,Mean,LowerBound,UpperBound
0,0,0,0
1,0,0,0
2,0.7196,0.1,1.4
3,0.7798,0.4,1.3
4,0.9282,0.4,1.6
5,1.009,0.3,1.9
6,1.414,0.5,2.4
7,1.0928,0.2,2.1
8,1.5948,0.5,2.9
9,2.0878,0.8,3.6
10,1.8066,0.9,2.9
11,2.2282,0.8,4
12,1.5224,0.6,2.4
13,2.963,1.2,4.8
14,3.2738,2,4.7
15,2.9322,1.7,4.1
16,4.8822,2.9,7
17,3.9708,2.4,5.8
18,4.9702,3.2,7.2
19,3.4624,2.1,4.9
20,6.0202,2.9,9.5
21,6.0766,2.8,9.8
22,6.0854,3.8,9.2
23,6.0986,3.7,9.3
24,7.0662,4.3,11.3
25,8.1694,4.7,12.8
26,6.0328,3.5,9.5
27,5.826,4.2,7.4
28,2.8186,2.1,3.6
29,2.8844,1.4,4.6
30,1.606,0.7,2.7
31,0.709,0,1.6
32,0.6122,0.2,1.1
33,0.6106,0.3,0.9
34,1.0326,0.4,1.8
35,0.5082,0,1.2
36,0.6198,0.2,1.1
37,0.7878,0.3,1.4
38,1.3426,0.3,2.4
39,0.8144,0.4,1.3
40,1.217,0.5,2.1
41,1.1314,0.5,1.9
42,1.7562,0.6,3.1
43,1.3364,0.5,2.5
44,1.8416,0.9,3
45,2.2762,1,4
46,1.8594,0.6,3.4
47,1.6574,0.7,2.8
48,2.0386,0.9,3.5
49,1.9054,0.9,2.9
50,1.898,0.7,3.3
51,2.1406,0.9,3.5
52,2.2274,1.1,3.6
53,2.2144,1.2,3.4
54,2.9392,1.3,4.7
55,2.9768,1.6,4.3
56,2.6958,1.5,3.9
57,3.382,2,4.6
58,3.6108,2.4,4.7
59,3.8114,1.9,5.8
60,4.2972,1.9,6.6
61,4.4726,2.1,6.8
62,5.3704,2.6,8
63,4.1876,1.9,7
64,5.2692,2.8,8
65,4.1938,2.5,6.1
66,4.7838,3,6.7
67,4.3184,2.6,5.9
68,3.6836,1.7,5.8
69,6.1672,3.1,10
70,3.6176,1.6,5.6
71,5.8024,3.4,8.5
72,4.2954,2.3,6.7
73,5.1036,3.2,7.2
74,4.1128,1.9,6.7
75,4.579,2.1,8.2
76,4.782,2.3,7.7
77,4.4382,2.2,6.9
78,4.268,2.3,7.1
79,4.39,2.6,6.6
80,3.758,1.7,6.4
81,4.4678,2.6,6.2
82,5.23,3,7.6
83,4.2326,1.8,7.1
84,3.957,1.6,6.5
85,4.2394,2.2,6.5
