Week,Mean,LowerBound,UpperBound
0,0,0,0
1,272.6992,263.3,281.5
2,272.6442,258.3,285.5
3,251.2426,242.6,260.6
4,271.9154,261.4,281.1
5,125.8466,121.4,130.1
6,131.666,127.2,135.6
7,123.8868,120,128
8,123.08,117.7,128.7
9,126.9664,120,132.9
10,125.7222,118.6,132.9
11,123.8708,117.6,129.9
12,128.6588,121,136.4
13,131.5578,125.5,137.3
14,125.5856,119,132.3
15,123.8406,115.4,130.6
16,128.2558,122,135.4
17,128.6566,123.9,133.4
18,124.955,119.4,130.5
19,121.984,113,131
20,127.1418,121.3,132.7
21,121.4716,113.3,129.5
22,125.5056,120.9,130.1
23,129.5926,123.1,136.3
24,125.0416,120.2,130.2
25,125.6698,117.9,135.2
26,122.7358,117.9,128.7
27,126.3756,121.6,132
28,120.9158,115.5,127.9
29,119.4288,113.7,125.6
30,129.9074,123.1,136.3
31,128.0028,119.4,135.8
32,121.6418,117.2,126.2
33,130.1804,124.9,135.8
34,127.567,122.1,133.4
35,129.5086,120.7,136.9
36,123.0524,116.1,130.4
37,128.1224,123.2,132.9
38,119.631,114.2,124.6
39,128.5696,120.4,135.6
40,131.0508,123.4,138.5
41,135.5386,127.2,144.1
42,127.6544,122.8,132.2
43,124.0044,117.5,132.2
44,125.819,119.9,131.6
45,120.1358,114,126.6
46,132.4464,125,139.7
47,118.9988,112.3,126.4
48,122.2718,115.8,129.4
49,120.132,113.8,126.9
50,119.97,116.9,123.6
51,117.9684,113.3,123.3
52,123.1792,115.1,131.8
53,119.8084,113.3,125.9
54,126.0828,120.5,132.1
55,122.7528,116.3,129.1
56,119.209,112.2,126.1
57,124.7194,119.3,129.3
58,128.3384,121.4,135.8
59,119.1496,111.1,125.9
60,125.2156,120.3,129.8
61,119.4744,114,125.5
62,123.1102,117.9,128.8
63,123.9146,116.6,131.1
64,123.3828,116,130.4
65,126.0566,118.5,132.2
66,119.966,113.6,125.7
67,120.2442,112.8,126.4
68,124.1986,118.2,129.3
69,119.7732,113.2,125.8
70,118.7414,110.6,127.4
71,125.3658,122.1,128.4
72,125.4944,115.2,135.2
73,120.0962,114.3,127.6
74,113.1784,107,119.5
75,119.4498,114.5,124.6
76,119.004,113.9,124.5
77,120.356,114.8,126.1
78,124.0542,121.4,127
79,117.768,110.8,125.7
80,124.2468,116.3,131.9
81,114.7138,108.9,119.9
82,123.7182,115,132.7
83,117.5134,112.6,123.4
84,121.8356,116.7,126.7
85,121.3352,115.3,127.5
