Week,Mean,LowerBound,UpperBound
0,0,0,0
1,1.8982,1.6,2.2
2,0.6206,0,1.4
3,1.1182,0.5,1.9
4,1.4002,0.9,1.9
5,1.1036,0.7,1.6
6,0.8798,0.3,1.6
7,0.997,0.4,1.6
8,1.4138,0.9,2
9,2.1002,1.1,3.1
10,0.9852,0.4,1.6
11,1.4954,0.6,2.5
12,1.2014,0.6,1.9
13,0.7256,0.3,1.3
14,0.9126,0.4,1.5
15,1.2276,0.6,1.9
16,1.0022,0.4,1.8
17,1.971,1,3.1
18,1.3068,0.5,2.1
19,1.8032,1,2.6
20,1.6116,0.8,2.4
21,1.4782,0.6,2.5
22,2.2054,1,3.4
23,1.9712,1,3
24,1.076,0.5,1.7
25,1.1924,0.7,1.7
26,1.6974,1.1,2.4
27,1.1936,0.7,1.8
28,1.4928,1.1,2
29,1.1898,0.7,1.6
30,1.108,0.6,1.6
31,1.8252,1.1,2.6
32,1.0172,0.5,1.5
33,1.4826,0.8,2.3
34,1.0034,0.4,1.7
35,1.088,0.6,1.6
36,1.201,0.4,2
37,1.3438,0.5,2.3
38,0.6992,0.3,1.1
39,1.5986,0.8,2.3
40,1.3846,0.6,2.2
41,1.1926,0.6,1.8
42,1.118,0.6,1.6
43,1.1098,0.4,1.9
44,1.2792,0.5,2
45,1.2948,0.8,1.8
46,1.1078,0.7,1.5
47,1.1956,0.5,1.9
48,1.7112,0.9,2.5
49,1.0998,0.6,1.6
50,2.3538,1.3,3.7
51,1.438,0.7,2.3
52,1.5072,0.8,2.2
53,2.2328,1.2,3.5
54,1.6166,0.5,2.9
55,1.6212,1,2.4
56,0.9016,0.4,1.3
57,1.37,0.6,2.2
58,1.3158,0.7,2
59,1.4032,0.8,2
60,1.5896,0.9,2.2
61,1.3668,0.7,2.2
62,1.214,0.7,1.7
63,1.5688,0.9,2.3
64,1.6976,1,2.7
65,2.012,1.2,2.8
66,1.6272,0.8,2.5
67,1.272,0.7,1.9
68,1.4932,1,2
69,1.0176,0.5,1.6
70,1.2994,0.5,2.2
71,1.8166,1,2.8
72,1.1948,0.4,2
73,1.4814,0.8,2.1
74,1.386,0.7,2
75,1.1014,0.4,1.8
76,1.539,0.9,2.3
77,0.7952,0.3,1.3
78,1.405,0.9,1.9
79,1.0978,0.4,1.9
80,1.8098,1.1,2.5
81,1.9292,1.1,2.8
82,1.381,0.8,2
83,1.4056,0.7,2
84,1.2238,0.6,1.9
85,1.4326,0.8,2.1
