Week,Mean,LowerBound,UpperBound
0,0,0,0
1,23.3034,19.6,27.1
2,20.9962,17.5,24.3
3,21.9874,19.1,24.3
4,19.9566,17.9,22.2
5,19.8842,17.3,22.4
6,19.0828,17.2,21.3
7,20.8732,17.8,24.4
8,18.3112,15.8,20.7
9,21.5432,18.2,25
10,20.6944,18.6,22.8
11,19.033,17,21
12,21.484,18.6,25.2
13,19.7176,17.4,22.2
14,17.5152,15.7,19.7
15,18.7748,16.5,21.2
16,19.3446,16.2,22.1
17,21.6608,18.2,25.1
18,20.7662,18.9,22.6
19,19.9498,16.5,23.2
20,20.4716,17.1,24.5
21,20.6262,18.8,22.4
22,19.0796,16.4,21.7
23,22.13,18.9,25.4
24,21.8942,20.2,24
25,21.2882,18.8,24
26,20.6778,17.8,23.4
27,20.5394,18.2,22.9
28,18.3036,16.4,20.1
29,20.547,17.9,23.3
30,21.8636,18.9,25.5
31,19.7012,17.6,21.8
32,22.3402,20.2,24.7
33,20.1748,17.3,23.1
34,19.914,16.9,22.9
35,21.8776,19.3,24.4
36,18.8644,16.4,21.5
37,21.2462,18.2,25
38,19.5326,17.4,21.5
39,22.1886,19.8,24.6
40,21.1164,18.9,23.7
41,18.8704,16.3,21.9
42,20.045,18.5,21.7
43,19.8136,17.7,22.2
44,21.3488,18,24.9
45,21,19.1,23.2
46,19.8392,17.8,21.8
47,19.2522,16.1,22.3
48,19.4076,17.3,21.7
49,20.3976,17.1,23.6
50,18.6856,17.3,20
51,19.8322,17,22.5
52,19.0316,16.7,21.5
53,20.167,19,21.3
54,20.2036,18.5,21.9
55,21.4754,18.6,24.4
56,18.8938,17.3,20.5
57,19.3922,17.4,21.3
58,21.7726,18.7,25.2
59,21.4328,19.1,24
60,17.685,14.7,20.8
61,21.4574,19.7,23.6
62,18.5782,14.7,23.1
63,22.0988,19.8,24.2
64,20.31,17.5,23
65,20.745,18.5,22.7
66,16.7072,13.6,19.4
67,18.5622,15.6,22.1
68,19.1036,16,22.1
69,19.0888,16.2,22.1
70,19.34,17.5,21.4
71,19.6304,16.5,23.7
72,19.9564,16.8,23.1
73,18.5628,17.3,19.8
74,17.4118,14.7,20.2
75,21.4474,18.4,24.6
76,21.4844,18.5,24.1
77,18.4542,15,22.1
78,20.1292,16.9,23.4
79,20.2924,18.6,22.1
80,17.3652,14.4,20.1
81,19.8222,16.1,23
82,18.0888,15.9,20.5
83,20.0624,15.4,24.8
84,16.1214,13.7,18.7
85,20.209,17.3,23.3
