Week,Mean,LowerBound,UpperBound
0,0,0,0
1,91.4738,84.2,98.6
2,95.9864,89.9,102.2
3,97.3662,92.1,102.7
4,95.9174,90.4,101.3
5,99.0946,93.2,104
6,98.1286,92.3,103
7,94.6718,90.2,100.4
8,95.27,90.7,99.7
9,92.994,84.8,99.5
10,91.9566,87.3,97.3
11,92.4516,87.6,97.1
12,96.1544,92.5,99.7
13,88.4178,81.9,94.9
14,90.4404,84.8,96.2
15,95.6678,89.1,103.2
16,96.94,92.2,101.3
17,99.2874,92.7,106.4
18,92.2448,86,98.3
19,91.2198,86.3,96.4
20,90.5282,85.8,96
21,95.3398,89.7,101.3
22,94.6068,87.5,101.7
23,88.5056,81.4,95
24,98,91.7,105.1
25,93.2504,86.5,100.8
26,94.0886,86.2,102.3
27,90.7668,87.5,93.9
28,94.2156,89.3,99.5
29,89.367,84,94.7
30,99.9454,94.7,105.3
31,93.8902,87.2,99.8
32,94.6846,89.9,99
33,93.5152,90.3,96.9
34,90.5746,86.3,95.9
35,92.2532,87.9,96.2
36,90.7048,85.4,96.8
37,92.7658,85.5,100.2
38,96.6124,92.4,101.2
39,95.3406,90.5,99.9
40,92.3198,86.1,99
41,89.9646,85.6,94.3
42,95.4596,88.8,101.1
43,92.4532,88.1,97.2
44,94.789,89.4,99.6
45,94.1192,86.7,100.8
46,92.0696,87.9,96.7
47,93.0744,90.4,96.7
48,87.344,82.2,92.2
49,91.2244,84.7,97.9
50,91.924,87,96.9
51,95.5554,91.2,100
52,92.021,85,99.9
53,91.5478,86.4,96.4
54,90.0202,86.9,92.7
55,90.7054,85.5,95.8
56,93.0546,88.9,97.2
57,85.685,80.9,90.9
58,91.829,86.8,96.6
59,88.8246,83.3,95.5
60,89.8976,83.6,96.5
61,96.8768,93.7,100.8
62,87.0264,79.1,95.6
63,93.1572,86.5,99.9
64,88.262,83,93.7
65,89.1248,84.5,94
66,89.2064,83.7,95.2
67,88.5044,81.2,95.6
68,91.0944,86.8,95.1
69,90.2884,85.4,94.9
70,88.1528,83.5,92.2
71,86.6972,81.6,91.9
72,90.9118,86,96.4
73,89.9568,86.3,93.7
74,90.1504,81.7,97.6
75,94.731,90.6,98.9
76,94.3008,90.2,99.2
77,82.9452,77.6,87.8
78,90.409,84.8,95.9
79,87.2698,84.1,90
80,86.124,79.9,92.5
81,90.9268,85.3,96.9
82,84.739,81.5,88.3
83,88.3268,83,94.4
84,85.2568,78.8,92.1
85,87.7586,82.8,93.5
