Week,Mean,LowerBound,UpperBound
0,0,0,0
1,1.5604,0.8,2.5
2,1.2966,0.5,2.2
3,2.3022,1.1,3.5
4,1.022,0.4,1.7
5,2.2892,1.4,3.1
6,1.7412,0.8,2.6
7,2.4614,1.3,4.1
8,3.2648,1.4,5.3
9,4.1864,1.6,7.5
10,3.377,1.5,5.7
11,3.191,1.1,5.8
12,3.6672,1.7,5.9
13,3.7492,1.7,6
14,3.782,1.7,5.8
15,3.7712,1.6,6
16,6.2578,2.8,10.4
17,5.32,2.4,9
18,4.5718,2,7.6
19,5.1022,2.1,8.8
20,7.1628,3.1,12.4
21,6.6664,3.2,11.1
22,6.0768,3.1,9.8
23,5.789,3.1,9
24,7.6878,3.6,13.3
25,7.8118,3.7,13.4
26,9.6238,7.1,12.7
27,11.3878,7.3,16.7
28,10.7198,7.8,14.1
29,11.162,7.2,17
30,11.3628,6.8,17.2
31,10.5492,8.5,12.9
32,10.7926,7.4,14.8
33,10.776,7,15.8
34,9.373,6,13
35,12.4876,8.7,16.2
36,9.7766,6.9,12.6
37,9.8064,6.9,12.3
38,9.5188,7.1,12.1
39,11.8418,8.5,15.7
40,12.576,9.7,15.8
41,11.422,7.4,15.2
42,9.6382,6,13
43,10.8888,6.7,15.4
44,8.6524,5.1,12.7
45,10.713,7,14.2
46,8.6544,5.6,11.9
47,9.7262,6,13.7
48,8.7776,5.4,12.8
49,9.2248,5,14.6
50,10.044,6,14.9
51,8.4024,4.8,12.9
52,8.7092,5.7,12.1
53,8.7306,5.9,11.9
54,10.0672,6.2,15.2
55,7.5744,4.9,10.6
56,12.4378,8.1,16.9
57,9.175,6,12.2
58,10.8836,5.8,17
59,11.4352,7.8,14.5
60,9.4346,6.3,12.3
61,10.3988,7.2,12.8
62,11.95,8.2,15.7
63,9.7204,6.2,13.4
64,11.578,7.5,15.5
65,10.9776,7.2,14.5
66,10.6088,6,15.7
67,9.1546,5.1,13.4
68,11.1196,5.7,16.9
69,9.4758,4.5,15.1
70,8.423,5.5,11.4
71,9.119,6.1,12.8
72,7.6876,4.3,11.1
73,9.0264,5.3,13.4
74,8.2034,5.2,11.2
75,6.3788,3,9.7
76,9.939,5.7,14.3
77,7.5502,3.9,11.5
78,6.4958,3,10.3
79,4.3728,2.5,6.2
80,4.8342,2.5,7.2
81,4.7744,2.1,7.7
82,4.9714,1.8,8.5
83,5.1854,1.6,9.5
84,4.4554,1.5,7.8
85,4.0692,1.2,7.6
