Week,Mean,LowerBound,UpperBound
0,0,0,0
1,1.6826,1.2,2.1
2,1.1116,0.5,1.7
3,0.3982,0,0.8
4,0.4028,0.1,0.7
5,0.2072,0,0.5
6,0.6102,0.2,1.1
7,0.7052,0.3,1.1
8,0.5004,0.1,1
9,1.4728,0.5,2.7
10,1.5018,0.5,2.7
11,0.8206,0.4,1.3
12,0.9068,0.3,1.5
13,1.2262,0.6,1.8
14,1.6914,1.2,2.2
15,1.705,1,2.3
16,1.515,0.5,2.6
17,1.313,0.6,2
18,0.9914,0.4,1.6
19,1.1086,0.4,1.9
20,0.4924,0.1,0.9
21,1.505,0.7,2.5
22,2.2,1.3,3.2
23,1.1096,0.4,1.9
24,1.0756,0.3,2.1
25,1.7006,0.9,2.7
26,2.3866,1.2,3.7
27,1.8886,0.8,3.3
28,2.6108,1.2,4.5
29,3.118,1.7,4.4
30,2.739,1.4,4.3
31,3.2244,1.7,5.4
32,2.4428,1.4,3.9
33,3.6312,2.3,4.8
34,3.8522,2.5,5.2
35,4.3992,2.6,6.4
36,3.5342,2.5,4.9
37,4.4682,2.4,6.7
38,4.1858,2.1,6.7
39,3.4446,1.6,5.5
40,3.741,2.5,5.2
41,3.4394,2,4.9
42,3.929,2.4,5.7
43,3.1712,1.9,4.3
44,2.864,1.6,4.4
45,2.8554,1.5,4.2
46,2.4406,1.4,3.5
47,3.4316,1.4,5.7
48,2.7988,1.7,4
49,2.0912,0.7,3.6
50,2.031,0.8,3.7
51,1.8222,0.5,3.4
52,1.6304,0.5,3
53,0.8084,0.1,1.5
54,1.6148,0.7,2.7
55,1.6998,0.8,2.6
56,0.9102,0.3,1.7
57,1.5906,0.8,2.4
58,1.7042,0.8,2.8
59,2.0406,1.2,3.1
60,1.7882,0.9,2.7
61,1.4682,0.6,2.5
62,1.919,1,2.8
63,2.083,1.5,2.7
64,1.8322,1,2.8
65,2.1014,1.2,3
66,1.2764,0.6,1.9
67,1.7792,0.8,2.7
68,1.5628,0.7,2.5
69,2.173,1.2,3.4
70,1.8878,1,2.9
71,2.5904,1.2,4.3
72,2.2806,1.2,3.3
73,1.2748,0.3,2.4
74,1.7054,0.5,3.5
75,1.0062,0.2,1.9
76,0.8036,0.2,1.4
77,0.6952,0,1.7
78,0.8746,0,1.9
79,1.3716,0.2,2.9
80,1.1886,0.1,3
81,0.5898,0,1.6
82,0.198,0,0.6
83,0.6804,0,1.5
84,0.4824,0,1.1
85,0.6804,0,1.5
