Week,Mean,LowerBound,UpperBound
0,0,0,0
1,1.3884,0.8,2.1
2,0.508,0,1
3,0.4052,0,1
4,0.3108,0,0.8
5,0.9994,0.5,1.6
6,0.3976,0,0.9
7,1.0018,0.4,1.7
8,0.7772,0.2,1.4
9,1.5984,0.6,2.8
10,1.2302,0.5,2.1
11,0.509,0.1,1.2
12,2.0326,1.1,3.2
13,1.9102,1.4,2.4
14,1.2974,0.7,2
15,1.7204,0.8,2.6
16,1.4066,0.7,2.1
17,1.0128,0.2,2.1
18,0.792,0.4,1.2
19,0.3952,0,0.8
20,1.8024,0.8,3
21,2.509,1.5,3.6
22,1.3036,0.6,2.1
23,1.1814,0.4,2.2
24,2.8824,1.7,4.2
25,2.0006,0.8,3.4
26,1.4828,0.4,2.6
27,3.4416,2.1,5.3
28,3.9166,2.2,5.8
29,3.3436,2.1,4.6
30,2.8436,0.9,5.2
31,2.2164,1,3.5
32,4.148,2.5,5.7
33,3.6376,2.7,5
34,5.0204,3.1,7.3
35,4.9076,2.9,7.4
36,3.5468,1.9,5.5
37,3.0156,1.6,4.5
38,4.7672,2.9,6.8
39,4.6308,2.4,7.3
40,3.307,2.1,4.8
41,3.2498,1.9,4.7
42,3.821,1.9,5.7
43,3.542,2.3,4.9
44,1.8386,0.8,3.3
45,2.6378,1.3,4.2
46,3.6388,1.7,6
47,3.0112,1.6,4.3
48,2.292,0.8,3.9
49,1.8246,0.7,3.2
50,2.0522,0.5,4.2
51,1.613,0.4,3
52,1.436,0.6,2.4
53,1.3086,0.7,2.1
54,1.0958,0.4,1.7
55,1.713,0.6,3
56,1.0936,0.4,2
57,2.495,1.4,3.7
58,1.9292,0.9,3.2
59,1.6896,1,2.4
60,1.787,1,2.6
61,1.7772,1.1,2.5
62,2.538,1.5,3.8
63,2.2998,1.5,3.2
64,1.4104,0.8,2.2
65,2.0516,1.2,2.9
66,2.0896,1,3.2
67,1.5856,0.7,2.5
68,2.6694,1.9,3.5
69,2.5,1.5,3.4
70,1.7948,1,2.7
71,2.4658,1.1,4
72,1.6198,0.4,3.1
73,1.4906,0.2,3.3
74,1.1974,0.4,2.2
75,0.797,0,1.8
76,1.094,0.3,2
77,0.5944,0,1.4
78,1.2576,0,2.7
79,0.9818,0.1,2.4
80,0.3918,0,1
81,0.396,0,1.2
82,0.5814,0,1.2
83,0.8784,0,2.1
84,0.672000000000001,0,1.7
85,0.7668,0,2
