Week,Mean,LowerBound,UpperBound
0,0,0,0
1,1.6136,1.3,2
2,0.6858,0.3,1.1
3,1.2064,0.4,2
4,1.4068,0.7,2.4
5,1.2132,0.4,2.5
6,1.2252,0.7,1.8
7,1.54,0.7,2.7
8,1.5102,1,2
9,1.407,0.6,2.4
10,1.1902,0.6,1.8
11,1.4058,0.7,2.2
12,1.1018,0.6,1.7
13,0.705,0.2,1.2
14,1.3972,0.5,2.5
15,1.7082,0.8,2.6
16,1.1018,0.4,2
17,1.2946,0.7,2
18,2.2576,1.1,3.6
19,1.076,0.4,1.8
20,1.1912,0.4,2.2
21,1.4864,0.7,2.4
22,1.7332,0.9,2.5
23,1.4824,0.7,2.2
24,1.6902,0.4,3.2
25,1.8724,1,2.7
26,1.4704,0.7,2.3
27,1.5718,0.5,3.1
28,2.6322,1.2,4.1
29,2.6068,1.5,3.9
30,2.1366,1.1,3.4
31,2.2874,1.5,3.2
32,2.1918,1.1,3.3
33,2.673,1.8,3.8
34,3.2552,2.3,4.1
35,2.3692,1.3,3.4
36,2.0958,1.1,3
37,2.0126,1.2,2.8
38,1.2914,0.5,2.3
39,1.1028,0.5,1.8
40,1.9738,1.1,3
41,1.153,0.4,2.3
42,1.272,0.4,2.4
43,1.2802,0.7,2
44,1.0728,0.3,1.9
45,0.2966,0.1,0.6
46,0.7926,0.2,1.5
47,0.8066,0.4,1.3
48,0.3982,0.1,0.8
49,0.3996,0,0.8
50,0.7044,0,1.6
51,0.7074,0.1,1.3
52,0.3064,0,0.8
53,0.4106,0.1,0.8
54,1.003,0.3,1.8
55,0.5792,0.1,1.2
56,2.3146,1,3.9
57,0.7916,0.1,1.6
58,1.7888,0.6,3
59,2.6,0.9,4.6
60,1.976,1,3
61,1.9036,0.6,3.4
62,2.094,1.1,3.4
63,2.5938,1.1,4.2
64,1.8052,0.4,3.7
65,2.0634,1,3
66,3.1736,1.3,5
67,1.3894,0.4,2.4
68,1.7848,0.4,3.4
69,2.2244,0.7,4
70,2.3226,1.5,3.3
71,1.4992,0.6,2.6
72,2.5258,1.2,3.9
73,1.4298,0.7,2.2
74,1.0888,0.6,1.7
75,1.6022,0.7,2.7
76,0.5768,0.1,1.1
77,0.5024,0.1,1
78,0.4144,0,1.2
79,0.1036,0,0.3
80,0.1984,0,0.6
81,0.2028,0,0.5
82,0.0991999999999999,0,0.3
83,0,0,0
84,0.2028,0,0.5
85,0,0,0
