Week,Mean,LowerBound,UpperBound
0,0,0,0
1,0.1795,0.0666666666666667,0.316666666666667
2,0.339857142857143,0.183333333333333,0.516666666666667
3,0.287491428571428,0.136190476190476,0.459523809523809
4,0.201380952380952,0.0714285714285714,0.366666666666667
5,0.295566666666667,0.169047619047619,0.432142857142857
6,0.354819047619048,0.152380952380953,0.542857142857143
7,0.340498461538461,0.26448717948718,0.436538461538462
8,0.225557777777778,0.111111111111111,0.346944444444444
9,0.396666666666666,0.173809523809524,0.640476190476189
10,NaN,0.234821428571429,0.872946428571429
11,NaN,0.0475,0.235833333333333
12,0.307407142857143,0.139285714285714,0.492857142857143
13,0.260954285714286,0.141190476190476,0.380714285714286
14,0.29412,0.12,0.468333333333334
15,0.352871428571428,0.126666666666667,0.666666666666667
16,0.278566305916306,0.125793650793651,0.470454545454546
17,NaN,0.197395833333333,0.540104166666667
18,NaN,0.125625,0.487291666666667
19,NaN,0.107708333333333,0.327976190476191
20,0.316425641025641,0.156410256410256,0.507692307692308
21,0.304640952380952,0.172857142857143,0.423809523809524
22,0.303370793650794,0.157142857142857,0.464444444444445
23,0.223337222222222,0.0541666666666667,0.417222222222222
24,0.157916263736264,0.0630769230769231,0.261172161172161
25,0.251701797385621,0.115277777777778,0.43218954248366
26,0.214306666666667,0.122222222222222,0.306666666666667
27,0.204243459383753,0.0922222222222223,0.328321661998133
28,0.411852997002997,0.273886113886114,0.536083916083916
29,0.292982113997114,0.196695526695527,0.420912698412698
30,0.238607086391869,0.103105590062112,0.401839826839827
31,0.229427579087579,0.120606060606061,0.352930402930403
32,0.276314083416583,0.188309607059607,0.387619047619048
33,0.281517318675477,0.184329479000532,0.375453216374269
34,0.156606487810435,0.0900793650793651,0.241633439659756
35,0.213338834498834,0.093525641025641,0.34761655011655
36,0.311350497835498,0.232712842712843,0.375238095238095
37,0.152135404040404,0.0631818181818182,0.256111111111111
38,NaN,0.15367288961039,0.395729166666667
39,0.257019090909091,0.114545454545455,0.41
40,NaN,0.0900961538461538,0.325263736263736
41,0.280383116883117,0.130844155844156,0.469285714285714
42,NaN,0.107263888888889,0.345930555555555
43,0.190411038961039,0.04,0.352857142857143
44,NaN,0.028,0.191333333333333
45,0.1456,0,0.357142857142857
46,0.33226,0.163333333333333,0.506666666666667
47,0.168278571428572,0.05,0.310714285714286
48,NaN,0,0.159583333333333
49,NaN,0.08,0.32
50,0.18652,0,0.405714285714286
51,NaN,0,0.42
52,0.363033333333333,0.08,0.69
53,0.2952,0.1,0.516666666666667
54,0.185066666666667,0.0666666666666666,0.296666666666667
55,NaN,0.340985119047619,0.969190476190476
56,NaN,0.11061553030303,0.446429924242424
57,0.328468571428571,0.138571428571429,0.553571428571429
58,0.344711428571428,0.223333333333333,0.453333333333333
59,0.33902,0.215,0.472777777777778
60,0.192264242424242,0.0787878787878788,0.301385281385281
61,0.420421904761905,0.297857142857143,0.585
62,0.185714642857143,0.0926190476190476,0.276785714285714
63,0.261867142857143,0.149285714285714,0.374285714285714
64,0.35492,0.180833333333333,0.507222222222222
65,0.276054891774892,0.187316017316017,0.370079365079365
66,0.257738596491228,0.125720551378446,0.396553884711779
67,0.223711111111111,0.09,0.362222222222222
68,0.315387692307692,0.148269230769231,0.518269230769231
69,0.43430572755418,0.267168589924008,0.617647058823529
70,0.215446923076923,0.12534965034965,0.301666666666667
71,0.388235454545454,0.189090909090909,0.603030303030303
72,0.26073,0.139166666666667,0.375833333333333
73,NaN,0.133809523809524,0.419428571428571
74,NaN,0.0792708333333333,0.331479166666667
75,NaN,0.0444444444444444,0.4275
76,NaN,0,0.14
77,NaN,NaN,NaN
78,NaN,NaN,NaN
79,NaN,NaN,NaN
80,NaN,NaN,NaN
81,NaN,NaN,NaN
82,NaN,NaN,NaN
83,NaN,NaN,NaN
84,NaN,NaN,NaN
85,NaN,NaN,NaN
