Week,Mean,LowerBound,UpperBound
0,0,0,0
1,22.4254,19.1,25.8
2,21.3566,19.3,22.9
3,21.5096,18.9,24.1
4,20.0846,18.5,21.6
5,20.0422,17.1,23.2
6,21.5328,18.1,24.9
7,20.1382,17.6,22.4
8,22.7688,20.7,24.9
9,22.7362,20.6,24.6
10,22.0926,18,25.8
11,20.1498,16.8,23.2
12,19.7032,17,22.5
13,19.7646,18.5,21.2
14,21.539,19.9,23.6
15,19.9242,18.2,21.8
16,19.6732,17,22.8
17,20.9948,17.3,24.8
18,19.0052,16.9,20.8
19,22.4412,19.4,25.7
20,19.0492,17.4,20.8
21,18.9838,16.9,20.9
22,20.4138,18.8,22
23,18.4676,15.3,21.8
24,22.13,20,24.5
25,19.0268,15.8,22.5
26,20.5044,17.8,22.9
27,19.3288,17.4,21.2
28,19.4514,17,21.8
29,16.8474,13.7,20.2
30,19.9356,16.8,22.4
31,20.7308,17.9,23.1
32,20.5354,18,23.5
33,20.2316,18.5,22.1
34,19.6084,17.2,22
35,17.6126,15.1,20.5
36,21.5918,19.6,24
37,21.546,18.4,25.2
38,17.6806,14.6,20.6
39,18.4824,16.7,20.5
40,19.857,15.7,24.7
41,20.553,18.4,22.8
42,21.8924,19,24.8
43,22.8084,20.8,24.9
44,20.625,17.9,23.5
45,18.3578,16.3,20.2
46,20.565,17.1,23.7
47,22.4904,20.1,24.7
48,17.6664,16.3,19.2
49,21.606,18.7,24.2
50,20.0966,16.3,24.1
51,20.9864,19,23.2
52,19.0056,17.4,20.9
53,19.8948,17.6,22.2
54,20.7564,17.9,23.4
55,17.7576,14.6,21.2
56,20.7916,18.8,22.7
57,17.952,16.5,19.5
58,20.4906,16.8,23.9
59,20.1228,17.8,22.1
60,20.0424,18.1,22.4
61,18.1326,15.9,20.2
62,22.7124,20.8,24.6
63,16.7312,13.6,20.2
64,18.7852,15.8,21.2
65,18.9314,16.6,21.4
66,19.8906,17.9,22.1
67,19.7918,16.4,23.4
68,22.0844,20.3,23.6
69,19.4672,16.6,22
70,17.7346,15.1,20.6
71,20.9548,19.3,22.3
72,21.6908,18.8,24.5
73,19.6532,15.7,24.3
74,17.2084,14.6,19.7
75,18.433,15.1,22.3
76,20.322,16.4,23.4
77,19.9474,16.8,23.1
78,20.731,17.7,23.4
79,22.0114,19.9,24.1
80,17.8484,15.6,20.1
81,18.6606,16.7,20.9
82,19.9842,17.6,22.4
83,18.477,15.8,21.2
84,19.79,17.8,22.1
85,18.5146,16.7,20.5
