Week,Mean,LowerBound,UpperBound
0,0,0,0
1,18.982,16.6,21.5
2,19.3188,17.8,21.3
3,18.773,16.6,21.2
4,20.6828,17.2,24.3
5,21.1034,18.9,23.1
6,20.27,18.2,22.7
7,20.9376,18.7,23.3
8,21.0062,18.8,23
9,24.4198,21.4,27
10,20.6878,18.3,23.2
11,20.1694,17.3,22.9
12,20.3494,16.8,24.6
13,21.0274,18.6,23.6
14,19.7636,16.3,23.3
15,20.0952,16.9,23
16,23.0534,20.5,25.4
17,20.5122,18.1,22.8
18,19.8528,17.3,22
19,19.5178,16.9,21.7
20,20.853,17.8,24.2
21,18.5742,15.2,22.4
22,20.178,18.4,22.1
23,22.3146,18.7,25.9
24,19.9554,17.1,22.8
25,18.399,15.9,21
26,21.1378,19.2,22.9
27,19.3684,16.9,22.7
28,20.8482,17.8,23.6
29,19.9276,17.8,22.2
30,19.5772,17.7,21.9
31,22.2164,19.9,24.7
32,21.7358,18,26.3
33,21.0402,17.3,24.7
34,19.5542,17.7,21.2
35,20.1474,18.6,21.5
36,19.9346,17.2,22.9
37,19.0032,16.8,20.9
38,24.821,22.2,26.8
39,20.6592,18.1,23
40,18.9514,17,21.1
41,18.3018,16.7,19.7
42,20.4746,18.1,22.6
43,20.3436,17.6,23.6
44,21.7156,19.6,23.6
45,19.1112,16.9,21.5
46,19.3072,17.9,20.8
47,18.2656,15.2,21.7
48,20.0754,17.7,22.6
49,18.4146,16.6,20
50,21.5568,18.8,24.4
51,19.488,17.4,22.1
52,19.0978,17.3,21.3
53,19.833,17.5,22.5
54,18.8876,16,21.6
55,19.4118,16.4,22.3
56,19.1498,16.6,21.5
57,19.6052,16.7,22.1
58,21.1178,17.8,24.1
59,20.9482,18.7,22.9
60,21.7714,20,23.7
61,17.975,14.8,21.3
62,20.7142,18,23.3
63,20.45,17.8,22.8
64,20.3876,18.4,22.8
65,21.5674,20.1,23.1
66,21.819,19.3,24.4
67,23.089,19.6,26.3
68,17.3408,15.9,18.8
69,20.8828,18,24
70,19.8154,17.3,22.1
71,17.6932,16.3,18.9
72,20.6764,18.4,22.6
73,23.372,20.5,26.1
74,18.6476,16.4,20.8
75,16.4996,14.6,18.6
76,17.3778,15.7,19
77,18.287,16.1,20.5
78,20.4364,16.6,23.7
79,19.7032,18,21.5
80,19.9262,18,21.8
81,19.062,17.6,20.6
82,19.8572,17.1,22.4
83,21.2192,18.5,23.6
84,19.724,17.1,22.6
85,18.1118,15.9,20.4
