Week,Mean,LowerBound,UpperBound
0,0,0,0
1,0.8918,0.5,1.2
2,0.2018,0,0.5
3,0.4,0.1,0.7
4,0.7168,0.3,1.2
5,0.409,0,0.8
6,0.609,0.1,1.2
7,0.8064,0.1,1.6
8,0.7096,0.2,1.2
9,1.3844,0.4,2.5
10,1.5822,0.6,2.7
11,1.3976,0.7,2
12,1.9342,0.9,3.2
13,2.3336,1,3.7
14,2.1186,1.1,3.1
15,1.9146,1,2.9
16,2.136,0.8,3.7
17,2.6118,1.3,4
18,1.7916,0.6,3.3
19,1.6102,0.9,2.5
20,1.5184,0.8,2.3
21,1.6304,0.8,2.5
22,1.3226,0.4,2.3
23,2.1262,1.1,3.1
24,2.7774,1.3,4.3
25,2.44,1.8,3.2
26,1.7992,1.2,2.4
27,1.6854,1,2.4
28,4.1772,3,5.5
29,3.3936,2.2,4.6
30,2.5538,1.6,3.9
31,3.3862,1.7,5.2
32,3.7928,2.6,5
33,3.5166,2.5,4.6
34,4.6818,3.1,6.2
35,3.433,2.1,5
36,2.9854,1.7,4.4
37,2.6518,1.3,4.1
38,2.6164,1.8,3.4
39,2.027,1,3.2
40,2.8466,1.4,4.6
41,2.608,1.9,3.3
42,1.4308,0.8,2.1
43,1.0064,0.4,1.7
44,1.225,0.4,2.1
45,1.9356,0.8,3.4
46,1.8634,0.8,3
47,1.7008,1,2.4
48,1.6132,0.7,2.6
49,1.4336,0.6,2.4
50,1.5438,0.4,3.2
51,2.3368,1,3.9
52,1.4432,0.3,3
53,1.7378,0.6,3
54,1.6666,0,3.6
55,1.7452,0.4,3.2
56,1.812,0.5,3.8
57,2.2122,0.9,3.7
58,2.2462,1,3.7
59,2.7882,0.6,5.7
60,1.5322,0.3,2.8
61,0.4864,0,1.3
62,0.394,0,0.9
63,0.5872,0.2,1
64,1.3204,0.3,2.4
65,0.9268,0.2,2
66,1.6436,0.3,3.2
67,1.5196,0.5,2.5
68,1.6334,0.3,3.1
69,1.3488,0.2,2.6
70,1.2304,0.2,2.8
71,1.3504,0.3,2.5
72,1.4546,0.4,2.7
73,1.1296,0.4,1.9
74,1.5464,0.8,2.5
75,1.4494,0.4,3.1
76,0.6266,0.2,1.2
77,1.0426,0.2,1.9
78,0.8328,0.2,1.7
79,1.1422,0.4,2.1
80,1.1452,0.3,2.1
81,0.9414,0.2,1.7
82,0.7328,0.1,1.5
83,0.7304,0.1,1.5
84,0.6298,0.1,1.3
85,0.3154,0,0.7
