Week,Mean,LowerBound,UpperBound
0,0,0,0
1,18.6928,16.4,20.7
2,20.0732,16.8,23.4
3,20.1256,18.3,21.8
4,19.824,16.7,23.3
5,21.9788,19.3,24.9
6,18.4862,16.6,20.7
7,21.3346,18.1,24.8
8,22.1284,19.8,24.6
9,20.7696,18.2,23.9
10,21.6812,18.6,24.2
11,20.8794,17.3,24.4
12,22.9582,19.5,27
13,20.6078,18.3,22.8
14,22.9702,19.5,26.7
15,20.5852,17.4,24
16,20.6216,18.1,23.2
17,18.5706,15.8,21
18,19.8786,18.6,21
19,21.6414,16.8,26.4
20,18.9756,16.9,21.1
21,19.131,17.5,20.8
22,20.5822,16.7,24.1
23,18.9142,15.7,22.5
24,17.659,15.2,20.4
25,19.8958,17.4,22.2
26,19.065,16.7,21.5
27,22.4204,18.1,27.8
28,19.1224,16.6,21.3
29,17.6836,14.9,20
30,17.1214,14.7,19.8
31,23.3258,20.2,26.7
32,21.3668,19.1,23.6
33,19.1744,16.9,21.5
34,20.1988,17.8,23.1
35,23.164,20.3,26
36,21.1784,19.4,22.9
37,22.2038,19.9,24.6
38,21.62,19.9,23.2
39,21.1512,19.1,23.1
40,21.299,18.3,23.8
41,19.5002,16.2,22.8
42,18.7264,16.5,20.9
43,17.2536,13.9,20.6
44,18.1922,15.6,20.7
45,18.092,16.3,19.8
46,20.7812,18.3,23.5
47,20.0306,17.4,22.8
48,16.0742,13.6,18.5
49,19.2958,17.4,21.8
50,19.0644,16.5,21.2
51,20.4104,18.4,22.3
52,21.4798,18.7,25
53,19.0258,16.4,22.2
54,19.4354,16.6,22.4
55,21.4496,19.9,23.3
56,22.512,20.4,24.3
57,19.2054,17.2,21
58,19.9366,17.5,22.2
59,19.3392,16.5,22
60,19.7334,17,21.9
61,19.8046,17.4,22.2
62,18.5526,17.1,20.2
63,18.1576,15,21.7
64,20.346,18.2,22.5
65,20.9108,17.8,24.4
66,19.108,16.6,21.9
67,19.6932,17.8,21.8
68,19.1778,16.3,21.8
69,17.3892,14.7,19.7
70,19.1472,16.7,21.5
71,17.707,15.3,20.4
72,20.939,18.5,23.3
73,18.9256,16.5,21.8
74,19.2012,16.6,22
75,17.723,15.7,19.7
76,21.1708,18.2,24.1
77,20.0396,17.3,23.3
78,19.2982,17.5,21.2
79,20.2606,18.2,22.3
80,20.321,17.1,23.6
81,20.8422,18.6,23.5
82,22.0976,18.2,26.1
83,19.9886,17.7,22.5
84,20.4324,17.3,24.2
85,16.4636,13.4,19.2
