Week,Mean,LowerBound,UpperBound
0,0,0,0
1,1.7928,1.5,2
2,0.3068,0.1,0.6
3,0.0991999999999999,0,0.3
4,0.1036,0,0.3
5,0,0,0
6,0.2972,0,0.7
7,0.6862,0.2,1.2
8,0.4842,0.1,0.9
9,0.5828,0.1,1.1
10,0.482,0,1
11,0.308,0.1,0.6
12,0.2104,0,0.5
13,0.3954,0,0.8
14,0,0,0
15,0.5098,0.2,0.8
16,0.3888,0.1,0.7
17,0.2062,0,0.5
18,0.0989999999999999,0,0.3
19,0.3072,0.1,0.6
20,0.2018,0,0.5
21,0,0,0
22,0.2072,0,0.5
23,0.5152,0.1,1
24,1.028,0.2,2.4
25,0.4056,0,1
26,0.693,0.2,1.2
27,0.602,0.1,1.2
28,0.5064,0.2,0.8
29,0.7124,0.2,1.2
30,0.5896,0.3,0.9
31,0.4108,0.1,0.7
32,0.785,0.2,1.4
33,1.1978,0.7,1.7
34,1.2186,0.4,2.1
35,0.3908,0.1,0.7
36,0.7962,0.4,1.1
37,0.5004,0.1,1
38,0.5926,0.1,1.2
39,0.1896,0,0.6
40,0.5916,0.2,1
41,0.4976,0.1,0.9
42,0.4076,0,0.8
43,0.2104,0,0.5
44,0,0,0
45,0.2028,0,0.5
46,0.3038,0,0.6
47,0.1054,0,0.3
48,0.1054,0,0.3
49,0.208,0,0.5
50,0.3144,0,0.7
51,0.3126,0,0.7
52,0.4154,0,1
53,0.5252,0,1.3
54,0.608,0,1.4
55,0.418,0,1
56,0.1984,0,0.5
57,0.5024,0.1,0.9
58,0.6072,0.2,1
59,0.2072,0,0.6
60,0.1036,0,0.3
61,0.1036,0,0.3
62,0.2072,0,0.6
63,0.0899999999999999,0,0.3
64,0.1054,0,0.3
65,0.208,0,0.5
66,0.2002,0,0.5
67,0.3908,0,0.8
68,0.1036,0,0.3
69,0.2952,0,0.6
70,0.308,0.1,0.6
71,0.2952,0,0.6
72,0.3076,0,0.6
73,0.4112,0,0.9
74,0.308,0.1,0.6
75,0.3154,0,0.7
76,0.3112,0.1,0.6
77,0,0,0
78,0.3136,0,0.7
79,0.105,0,0.3
80,0.2104,0,0.5
81,0.2086,0,0.5
82,0.1026,0,0.3
83,0.3098,0,0.8
84,0.1054,0,0.3
85,0.105,0,0.3
