Week,Mean,LowerBound,UpperBound
0,0,0,0
1,1.8918,1.5,2.2
2,0.7148,0.2,1.4
3,0.7008,0.3,1.2
4,1.0312,0.4,1.8
5,0.719,0,1.5
6,1.3066,0.5,2.2
7,2.0936,0.7,3.5
8,2.499,1.2,3.9
9,3.5786,1.9,5.5
10,3.1642,1.8,4.7
11,4.0176,2,5.8
12,4.1528,2.3,5.9
13,4.6122,2.3,7.1
14,3.3402,2,4.7
15,4.3078,2.8,5.8
16,4.8638,2.6,7.4
17,4.8278,2.7,7.3
18,3.3842,1.5,5.6
19,3.733,1.8,5.8
20,3.6362,1.7,5.8
21,2.7334,1.3,4.2
22,3.2636,1.6,5.2
23,3.7634,2.3,5.3
24,6.043,3.2,9.1
25,4.5672,3,6
26,3.7452,2.5,5.1
27,4.1352,3.2,5.1
28,6.6378,4.5,9.5
29,6.121,4.3,8
30,6.0766,4,8.1
31,5.3294,3.2,7.7
32,7.2488,4.3,10.2
33,7.9368,5.5,10.4
34,8.4702,6.3,10.6
35,8.2322,5.5,11
36,7.4082,5.4,9.3
37,4.9806,2.9,7.2
38,4.4952,3.5,5.6
39,5.0776,2.6,7.8
40,5.7242,4.1,7.7
41,5.5386,4.1,6.9
42,2.7528,1.8,4
43,2.841,1.4,4.2
44,3.7802,1.6,5.8
45,3.2604,1.9,4.9
46,3.5904,1.7,5.6
47,4.6876,2.5,7.2
48,2.643,1.4,4
49,2.341,1,3.8
50,2.9668,1.1,5.3
51,3.4836,1.3,6.5
52,2.6756,1,4.7
53,3.6016,0.9,6.6
54,3.27,0.8,6.4
55,3.387,1.1,6
56,3.8474,1.8,6.3
57,3.932,1.7,6.8
58,3.97,1.8,6.5
59,4.2354,0.8,8.7
60,2.3602,0.7,4.4
61,1.3012,0.4,2.2
62,1.6032,0.6,3.2
63,1.2016,0.6,1.8
64,2.3292,0.8,4.2
65,1.9602,0.6,3.8
66,2.9576,1.1,5.1
67,2.522,0.8,4.3
68,3.1912,0.5,6.2
69,2.2518,0.7,4
70,2.9508,0.8,5
71,2.875,0.9,4.8
72,3.2886,1.3,5.7
73,2.1544,1,3.6
74,3.0942,1.7,4.6
75,3.112,1,5.5
76,1.5648,0.6,2.5
77,2.2984,0.6,4.2
78,2.4994,0.7,4.5
79,2.1928,0.7,4
80,2.9242,0.8,5
81,1.5688,0.3,2.9
82,1.3602,0.2,2.7
83,1.8804,0.4,3.4
84,1.2546,0.3,2.5
85,0.6312,0,1.5
