Week,Mean,LowerBound,UpperBound
0,0,0,0
1,1.8754,0.9,2.9
2,2.2728,1.4,3.2
3,3.6404,2.1,5.3
4,2.591,1.5,3.9
5,2.9674,1.3,5.7
6,0.7084,0.2,1.2
7,3.069,1.8,4.5
8,2.688,1.7,3.8
9,2.6076,1.4,3.9
10,2.6822,0.9,4.6
11,3.1252,1.5,5
12,5.0082,3,7.1
13,4.2892,2.2,6.3
14,3.859,2.1,5.9
15,6.8902,3.2,10.8
16,4.6706,2.9,6.4
17,5.2324,2.9,7.9
18,4.6706,2.4,7.4
19,5.5594,3.1,8.3
20,2.2364,0.9,3.7
21,5.517,3.1,8.2
22,7.8734,4.4,12.1
23,7.3428,4.1,11.5
24,7.2764,4,11.2
25,2.7,1.3,4.3
26,6.6664,3.7,9.3
27,5.83,3.7,8.1
28,8.876,5.2,12.8
29,8.3212,5.3,11.4
30,3.175,1.9,4.4
31,7.3498,4.8,10
32,7.1478,4.9,9.4
33,8.898,6.3,11.8
34,2.5806,1.8,3.5
35,6.5444,4.6,8.8
36,2.6634,1.7,3.5
37,4.6914,3.1,6.8
38,1.373,0.7,2.3
39,3.1728,1.8,4.7
40,2.7794,1.6,4.4
41,1.1042,0.5,1.8
42,2.7486,1.5,4.2
43,2.1004,1.3,2.9
44,1.7534,0.3,4.1
45,2.9758,1.3,5.4
46,1.785,0.7,3
47,0.9064,0.5,1.5
48,2.2824,1.2,3.6
49,0.8074,0.2,1.5
50,1.2062,0.8,1.7
51,1.154,0.3,2
52,1.5142,0.3,3.2
53,1.468,0.4,2.8
54,1.7788,0.9,2.7
55,2.0652,0.2,4.5
56,2.6346,0.8,5
57,2.39,0.8,4.4
58,3.2826,1.4,6
59,1.1592,0,2.7
60,0.8566,0.1,1.9
61,2.4836,1.1,4.1
62,0.9728,0.2,2
63,2.2532,0.9,3.6
64,2.1794,0.8,3.7
65,2.7842,1.1,4.5
66,2.4776,0.9,4.4
67,3.5246,1.5,5.7
68,2.9372,1.3,4.7
69,3.6246,1.6,5.9
70,4.4414,2.5,6.8
71,3.9258,1.7,6.5
72,5.3474,2.8,8.2
73,4.1692,1.7,7.1
74,3.4944,1.4,6.2
75,4.0834,1.9,6.6
76,3.4278,0.9,6.8
77,3.0352,1.3,4.9
78,3.8528,1.7,6.5
79,2.623,0.8,5.3
80,3.0932,1.6,4.8
81,3.6276,1,7.5
82,2.9892,1.1,5.3
83,2.8318,0.7,5.7
84,0.6082,0.1,1.1
85,2.1942,0.5,3.9
