"mle_estim","param","p_detect","lower_95","upper_95","lower_90","upper_90","lower_50","upper_50"
0.896722645202823,"R",0.05,0.85,0.95,0.85,0.94,0.88,0.91
0.468641574326876,"k",0.05,0.062,10,0.086,4.606,0.238,0.96
0.863759261245873,"R",0.1,0.8,0.94,0.81,0.92,0.84,0.88
0.537927722583748,"k",0.1,0.085,10,0.112,10,0.276,1.159
0.802415348245842,"R",0.25,0.71,0.91,0.72,0.89,0.77,0.83
0.610879895994316,"k",0.25,0.128,10,0.16,10,0.335,1.305
0.739490194562376,"R",0.5,0.62,0.88,0.64,0.85,0.7,0.78
0.652073414234399,"k",0.5,0.168,10,0.203,10,0.384,1.293
