Week,Mean,LowerBound,UpperBound
0,0,0,0
1,1.698,1.4,2
2,0.7114,0,1.5
3,0.0967999999999999,0,0.3
4,0.5844,0.1,1.2
5,0.8668,0.1,1.9
6,1.3854,0.6,2.1
7,1.5636,0.8,2.7
8,2.1748,0.8,3.8
9,2.2818,0.8,4.5
10,1.1654,0.1,2.3
11,1.7622,0.4,3.8
12,1.461,0.3,3.3
13,1.9022,0.8,3.2
14,1.998,0.9,3.5
15,1.1878,0.5,2
16,1.6988,0.8,2.8
17,2.4024,1.4,3.3
18,1.4044,0.8,2
19,0.7182,0.2,1.3
20,2.0492,0.9,3.4
21,2.738,1.3,4.4
22,3.731,2.1,5.3
23,4.251,2.6,5.5
24,3.317,2.2,4.4
25,3.1766,2.1,4.3
26,5.0748,3.7,6.6
27,5.181,2.8,7.9
28,6.2364,4,8.4
29,3.4936,2.4,4.6
30,2.4808,1.3,4
31,3.1732,1.8,4.9
32,2.1762,1.3,2.9
33,4.1856,3,5.6
34,3.5598,2.1,4.8
35,3.7284,2.4,5.1
36,4.1462,2.6,5.9
37,3.1168,1.6,4.7
38,2.5846,1.8,3.5
39,3.6028,1.8,5.6
40,3.9976,2.6,5.7
41,2.4404,1.4,3.9
42,2.6946,2,3.6
43,1.6306,1.1,2.3
44,0.7074,0.2,1.2
45,0.7208,0.3,1.3
46,0.501,0.2,0.8
47,0.198,0,0.6
48,0.401,0,0.8
49,0.512,0.1,1.2
50,0.401,0,0.8
51,0.9074,0.2,1.7
52,0.4026,0,1
53,0.5096,0,1.2
54,0.4982,0.1,0.9
55,0.8836,0.4,1.4
56,1.7846,1,2.5
57,1.0846,0.3,2.2
58,2.0706,1.2,3
59,1.5862,0.8,2.4
60,2.6976,1.2,4.7
61,2.3118,1.1,3.9
62,2.7792,1.7,4.1
63,3.1056,1.2,6.1
64,1.6806,0.7,2.9
65,3.211,1.6,5.6
66,1.8036,1,2.6
67,1.6042,0.7,2.8
68,2.1024,1.2,3.4
69,1.2256,0.4,2.1
70,0.8798,0.4,1.4
71,0.8068,0,2
72,0.8232,0.2,1.7
73,0.909,0.2,1.8
74,0.6108,0,1.2
75,0.5038,0.1,1
76,0.1984,0,0.5
77,0.1036,0,0.3
78,0.105,0,0.3
79,0.105,0,0.3
80,0.1036,0,0.3
81,0.0947999999999999,0,0.3
82,0,0,0
83,0,0,0
84,0.1036,0,0.3
85,0.1036,0,0.3
