Week,Mean,LowerBound,UpperBound
0,0,0,0
1,0,0,0
2,0.1036,0,0.3
3,0,0,0
4,0.4854,0.1,0.9
5,0.572,0,1.4
6,1.1986,0.6,1.8
7,1.4668,0.8,2.4
8,1.8778,0.7,3.2
9,2.0796,0.7,4.1
10,0.9696,0.1,1.9
11,1.4696,0.4,3.1
12,1.1684,0.3,2.6
13,1.803,0.8,3
14,1.695,0.7,3.1
15,0.8884,0.3,1.7
16,1.4948,0.6,2.6
17,2.4024,1.4,3.3
18,1.4044,0.8,2
19,0.4104,0.1,0.7
20,1.7402,0.9,2.7
21,2.4268,1.1,4
22,3.6318,2,5.2
23,3.8514,2.2,5.2
24,3.2178,2.1,4.3
25,3.0866,1.9,4.3
26,4.378,3,6
27,4.4904,2.5,6.8
28,5.8316,3.6,7.9
29,3.3988,2.4,4.4
30,2.3818,1.3,3.8
31,2.7714,1.7,4.4
32,1.976,1.2,2.6
33,3.8836,2.6,5.2
34,2.9656,1.7,4.1
35,3.309,2.2,4.4
36,3.5346,2.1,5.2
37,2.8286,1.2,4.5
38,2.2856,1.4,3.2
39,3.3084,1.7,5.1
40,3.3892,2.2,4.7
41,2.131,1.1,3.3
42,2.4856,1.7,3.4
43,1.5314,1,2.2
44,0.4966,0.1,0.9
45,0.7208,0.3,1.3
46,0.501,0.2,0.8
47,0.198,0,0.6
48,0.2984,0,0.6
49,0.512,0.1,1.2
50,0.401,0,0.8
51,0.9074,0.2,1.7
52,0.4026,0,1
53,0.5096,0,1.2
54,0.3928,0.1,0.7
55,0.8836,0.4,1.4
56,1.3826,0.7,2
57,1.0846,0.3,2.2
58,1.7696,1,2.5
59,1.2976,0.7,2.1
60,2.2868,1,4.2
61,1.9996,1.1,3.2
62,2.384,1.3,3.5
63,2.6922,1.2,5
64,1.578,0.6,2.9
65,3.1074,1.6,5.3
66,1.5004,0.9,2.2
67,1.4014,0.5,2.6
68,1.9988,1.2,3.1
69,1.1264,0.3,2.1
70,0.68,0.2,1.3
71,0.8068,0,2
72,0.8232,0.2,1.7
73,0.909,0.2,1.8
74,0.5072,0,1
75,0.5038,0.1,1
76,0.1984,0,0.5
77,0.1036,0,0.3
78,0.105,0,0.3
79,0.105,0,0.3
80,0.1036,0,0.3
81,0,0,0
82,0,0,0
83,0,0,0
84,0.1036,0,0.3
85,0.1036,0,0.3
