Week,Mean,LowerBound,UpperBound
0,0,0,0
1,267.3598,261.8,272.3
2,282.265,275.1,290
3,253.6728,249,258.6
4,274.2694,266.1,281.1
5,128.2228,122.2,133.7
6,131.0626,122.7,139.4
7,126.1116,119.9,131.6
8,137.692,131.2,143.5
9,139.5814,136,143.7
10,131.8584,122.8,141
11,123.707,117.9,130.3
12,128.6804,120.9,135.6
13,131.364,125.1,136.8
14,123.436,116.7,129.9
15,129.2202,123.3,134.7
16,124.1898,119,128.7
17,120.0482,116.1,124.4
18,122.2814,116.6,127.8
19,131.3168,126.7,135.8
20,125.9418,118.4,134.7
21,117.8628,112.2,123.4
22,126.5426,121.9,131.3
23,120.4518,117.5,123.3
24,128.5124,124.5,133.1
25,124.7292,120.5,129
26,124.9356,117.7,131.1
27,121.677,116.6,125.6
28,129.397,124.2,134.7
29,117.2936,112.2,122.1
30,128.1212,121.2,133.9
31,126.9794,121.2,133.1
32,127.7834,121.5,134.2
33,115.6096,111,120.6
34,132.1358,126.9,136.7
35,121.3056,114.6,127.4
36,124.8084,117.7,132.3
37,125.4442,117.6,133.9
38,120.808,113.2,127.7
39,124.14,114.5,133.3
40,123.4986,117.1,130.3
41,129.513,123.6,136.2
42,127.3936,122.5,131.6
43,129.1652,122.1,135.6
44,128.3302,123,133.7
45,118.228,113.4,122.5
46,124.1632,115,133
47,124.3696,116.9,133.3
48,118.5966,112.8,124.2
49,119.5956,114.5,125.4
50,124.07,114,135.2
51,124.2992,114.6,134.8
52,117.9432,112.5,123.1
53,119.4076,113.5,124.7
54,127.2514,121.1,132.8
55,125.2078,118.3,132.2
56,120.822,114.7,126.8
57,124.0312,116.3,131.7
58,118.6314,113.8,124.4
59,123.8818,119.4,128.2
60,123.3804,115.8,131.5
61,122.2718,116.5,128.5
62,118.4802,113.7,124.2
63,120.9582,114.9,127.6
64,127.3666,121.7,133.1
65,115.0626,109.2,121.4
66,118.8724,111.5,126.8
67,125.289,121.3,129.7
68,124.9198,121,128.5
69,118.4438,114.3,122.6
70,121.666,117.9,125.5
71,120.9716,115,126.9
72,122.9354,116,130.1
73,121.9598,116.8,127.4
74,121.244,115.1,128.4
75,116.2416,111.6,120.8
76,121.4526,113.9,128.7
77,124.0374,116.7,131.6
78,123.7916,119.1,128.3
79,123.8114,118.3,130.1
80,115.8574,110.1,121.9
81,116.8266,108.6,124.5
82,122.9754,115.7,130.4
83,119.4686,114.1,125.4
84,119.371,114.2,124.1
85,114.9228,109.7,121.5
