Week,Mean,LowerBound,UpperBound
0,0,0,0
1,19.8868,17.9,21.7
2,22.2812,18.5,25.8
3,18.7864,16.4,21.7
4,19.053,16.7,21.2
5,19.89,17.5,22.5
6,23.1924,20.3,26.3
7,23.0682,21.7,24.6
8,21.7498,18.8,24.5
9,19.2654,17.7,21
10,20.9058,19.7,22.3
11,22.0758,19.2,25.2
12,21.7608,20.1,23.8
13,22.2004,20.7,23.6
14,20.145,18,22.2
15,19.996,17.2,23.2
16,22.2146,17.4,26.1
17,17.584,14.4,21
18,21.0134,17.9,23.8
19,17.808,15.2,20.4
20,19.4224,17.7,21
21,15.7188,13.2,18.2
22,20.4944,16.8,24.7
23,20.1092,15.9,24.6
24,19.6246,17.4,21.8
25,19.664,17.4,21.8
26,18.1564,15.9,20.5
27,20.684,18.5,22.3
28,19.4768,16.2,23
29,19.7764,17.4,22.3
30,21.181,17.4,24.8
31,21.4786,18.7,23.7
32,17.765,14.8,20.5
33,20.8312,19.3,22.5
34,19.4544,17.4,21.5
35,18.0898,16.4,20.1
36,17.3492,14.9,19.5
37,21.093,19,23.2
38,18.8168,15.6,21.9
39,20.647,18.8,22.9
40,18.232,16.3,20.3
41,19.9012,17.3,22.6
42,22.7214,20.1,25.2
43,19.0982,16.5,21.6
44,21.793,19,24.3
45,17.8084,15.4,20.1
46,22.3828,19.6,25.2
47,21.0638,18.6,24
48,20.3856,17.6,23.2
49,20.8872,19,22.7
50,18.4044,15.8,21.1
51,18.6522,16.9,20.5
52,20.4756,18.1,22.7
53,22.2332,20.1,24.3
54,22.2598,18.7,26.2
55,20.6328,18.7,22.6
56,18.9888,17.1,20.6
57,19.7904,17.6,21.8
58,19.652,16.7,22.6
59,21.852,19.8,24.2
60,20.0616,18.7,21.6
61,19.8,17.3,22.2
62,19.8768,17.7,22.4
63,17.411,14.2,20.8
64,20.6034,18,23.2
65,18.9462,17.2,21.1
66,18.5564,15.9,21.1
67,19.6932,17.6,21.6
68,21.409,19.2,23.3
69,18.519,16,21.1
70,22.8256,19.2,27.6
71,17.5402,15.6,19.7
72,19.4898,17.3,21.8
73,20.8218,17.6,24
74,20.331,16.6,24.2
75,22.1858,18.9,25.7
76,19.7744,18.4,21
77,19.0746,17.2,20.9
78,18.8388,17.1,20.7
79,19.3154,17,21.9
80,19.4642,16.7,21.7
81,18.4468,16,21.1
82,18.61,16.3,20.8
83,18.4244,14.8,21.3
84,21.3666,19.3,23.4
85,17.2106,15.3,19.2
