Week,Mean,LowerBound,UpperBound
0,0,0,0
1,265.2452,260.6,270.1
2,281.4562,271.8,291.2
3,253.267,247.3,259.4
4,269.5712,260.8,279.6
5,130.7806,126.2,135.6
6,127.6168,121.5,133.4
7,128.7142,122.8,135.9
8,131.1006,122.5,140.3
9,124.0094,120.3,128.1
10,130.108,127.4,133.9
11,135.408,128.8,142.5
12,128.8338,122.9,136.1
13,125.6886,116.9,134.6
14,125.8516,119.7,131.7
15,130.4904,123.6,137.7
16,127.349,121.1,133.4
17,122.9368,117.4,128.1
18,131.1736,124.7,137.9
19,124.2774,118.8,130.3
20,123.126,118.3,128.1
21,118.703,112.9,125
22,121.3396,113.6,129.4
23,125.2626,117.5,133.6
24,123.922,117.3,130.5
25,123.9112,117.6,130.2
26,116.8796,111.9,122
27,125.6332,117.7,132
28,129.0866,124.3,134.8
29,120.97,115.5,126.9
30,125.0014,120.4,128.5
31,124.8028,119.9,129.2
32,124.2052,116.4,132.3
33,130.4256,126.5,134.5
34,131.2386,127.4,134.6
35,117.2032,112.7,121.5
36,121.2586,114.5,126.6
37,123.5658,118.4,128.7
38,124.6946,119.9,129.2
39,124.67,120.1,128.9
40,120.652,114.7,127.2
41,121.5258,113.8,130.1
42,132.8728,126,138.7
43,123.1898,116.2,129.9
44,123.0732,119.2,127.5
45,116.1626,105.9,125.6
46,123.5438,120,127.3
47,126.1326,120.5,132.2
48,124.1628,118.3,130.4
49,122.4028,116.5,128.3
50,120.7184,114.4,127.8
51,118.8846,115.4,122.2
52,124.7658,118.8,131.1
53,124.9916,116.7,133.4
54,125.2972,118.1,132.8
55,120.7344,113.3,128.1
56,129.2042,122,135
57,125.7198,121.2,130.6
58,128.0372,121.9,133.7
59,128.874,124.6,133.2
60,125.371,120.2,130
61,126.3922,118.7,134.2
62,122.9176,114.1,131.9
63,124.5628,117,132.7
64,127.2384,118.5,136.5
65,125.4734,115.1,135.1
66,120.3532,113.4,127.1
67,119.7942,116.9,123
68,119.653,113.4,126
69,119.6566,116.7,122.6
70,126.5476,121.3,131.7
71,121.4534,115.4,128.7
72,120.5036,117.1,124
73,122.0896,118.7,126
74,119.098,111.4,127.1
75,127.5786,122.7,132.4
76,131.2228,126.9,135.2
77,117.2606,109.7,124.2
78,121.4974,114.1,129.1
79,118.1144,110.1,127.4
80,116.0446,110.5,121.1
81,119.6636,116.2,123.6
82,124.3078,120.5,127.7
83,122.5972,117.6,128.1
84,117.875,110.1,125.5
85,114.2392,108.5,119.9
