Week,Mean,LowerBound,UpperBound
0,0,0,0
1,1.5982,0.9,2.2
2,2.502,1.7,3.3
3,3.2388,1.8,4.8
4,2.8202,2.1,3.7
5,4.0802,2.9,5.3
6,2.7134,1.4,4.3
7,2.8866,2,3.8
8,4.4864,3.5,5.6
9,2.7106,1.6,3.8
10,3.4902,2.2,4.9
11,3.1024,2.3,3.9
12,3.4248,2.3,4.7
13,3.4946,2.7,4.3
14,4.5382,3,6.3
15,3.9486,2.4,5.4
16,3.606,2.8,4.4
17,3.0662,2.1,3.9
18,3.6786,2.2,5.4
19,4.4642,3.2,5.7
20,3.3282,2.2,4.6
21,3.7188,2.4,5
22,4.3008,3.1,5.5
23,3.9358,2.3,5.6
24,2.4848,1.6,3.3
25,3.3462,2,4.9
26,2.9846,1.4,4.6
27,3.293,2.4,4.4
28,2.5608,1.4,4.1
29,3.57,1.7,5.7
30,1.9948,1,3
31,3.7926,2.7,4.6
32,2.1816,1.2,3.2
33,3.6074,2.1,5.5
34,2.737,1.6,3.9
35,2.9016,1.9,3.8
36,3.4494,1.8,5.1
37,3.4702,2.5,4.5
38,3.064,2.3,3.8
39,2.7292,1.5,4.2
40,3.4258,2.1,4.9
41,3.3318,2.3,4.2
42,3.8144,2.8,5
43,3.1682,2.1,4.2
44,1.6078,1.1,2.2
45,3.5866,2.5,4.7
46,3.4786,3,4
47,3.1616,2.1,4.3
48,3.3924,2.5,4.2
49,2.1224,1.1,3.2
50,3.3944,2.4,4.5
51,3.6554,2.6,4.6
52,4.0904,3.2,5
53,3.9298,2.3,5.8
54,3.6552,2.5,4.9
55,2.2876,1.5,3
56,3.6854,2.6,4.8
57,3.3738,2.4,4.4
58,4.9538,3.7,6.2
59,3.3014,2.2,4.5
60,3.291,2.3,4.4
61,2.3968,1.7,3.2
62,3.0192,1.9,4.1
63,3.5132,2.3,4.6
64,2.8246,2.1,3.6
65,4.084,2.8,5.5
66,2.9266,2,4.1
67,2.82,2,4.3
68,3.0086,1.8,4.2
69,2.5046,1.5,3.6
70,5.0222,3.5,6.6
71,3.6984,2.2,5.5
72,3.31,2.4,4.1
73,3.6336,2.8,4.6
74,4.1022,2.2,6.1
75,2.618,1.5,3.9
76,4.2112,3.2,5.2
77,2.816,2,3.9
78,3.445,2.4,4.7
79,2.9858,1.9,4
80,3.8554,2.7,4.8
81,3.182,1.9,4.6
82,3.4454,2.2,4.8
83,3.8262,2.5,5.3
84,3.1622,2.1,4.1
85,2.7294,2,3.4
