Week,Mean,LowerBound,UpperBound
0,0,0,0
1,268.7948,257.8,281.8
2,278.915,271.9,285.5
3,258.6668,253.3,265.2
4,263.568,257.5,270
5,128.0302,123.2,133.6
6,124.49,117,132.4
7,129.2574,122.1,136
8,123.248,118.8,127.9
9,125.2712,117.7,132.5
10,129.6812,122.3,136
11,121.7656,115.4,129.2
12,130.9934,122,138.7
13,127.9166,123.1,132.7
14,130.1182,122.8,136.4
15,126.6202,118.7,134.5
16,131.5614,127.2,136.4
17,120.7184,114.2,128.1
18,124.836,117.9,132.6
19,127.3344,120.1,134.7
20,128.2036,119.1,137.8
21,122.529,117.4,127.7
22,124.7188,118.8,129.3
23,128.486,120.2,136.7
24,126.3466,118.3,134.6
25,118.4832,112.6,123.7
26,120.6128,115,126
27,126.4798,120.6,131.8
28,130.2742,121.6,139.3
29,121.833,116.7,126.9
30,125.6786,120.4,130.6
31,121.1154,114.2,128.4
32,120.7856,112.2,131
33,124.2558,119.7,128.5
34,131.9092,125.5,138.1
35,125.523,118.6,132.5
36,124.104,118.4,129
37,120.1678,114,126.7
38,123.482,117.8,128.8
39,125.7072,121.8,130.1
40,123.3398,115.9,130.1
41,121.6942,118.7,125.2
42,127.9576,120,134.8
43,118.3144,112.2,124.5
44,124.3118,115.7,132.7
45,124.0108,118.5,129.7
46,121.6942,116.7,127.1
47,121.204,114.9,127
48,131.177,124.6,137.5
49,133.6666,129.2,138.1
50,126.8132,122.8,131.7
51,131.5224,125.7,138.3
52,122.199,114.8,129
53,129.5086,122.7,137.3
54,127.2264,123.3,132.6
55,124.382,117.3,131.4
56,119.9482,115.3,124.9
57,122.086,112.1,132.3
58,122.7904,118.4,127
59,123.6586,117.4,131
60,119.4268,116,122.9
61,123.861,118.3,129.8
62,125.7872,119.8,132.8
63,121.8684,115.7,128.1
64,128.979,123.7,134.8
65,116.986,108.6,125.8
66,126.8762,117.8,134.7
67,123.8568,115.8,133.8
68,116.7282,111.7,121.8
69,121.2504,114.4,127.2
70,115.3344,108.8,121.4
71,120.6538,116.6,125.2
72,121.7136,115.8,127.6
73,123.8036,119.4,128.5
74,122.9238,117.1,128.9
75,127.615,122.6,131.6
76,119.8246,113.6,125.1
77,124.9532,116.1,134.8
78,121.2964,115.3,128.6
79,121.2294,115.8,127.7
80,118.903,111.4,126.9
81,120.5766,113.5,127
82,121.4648,113.1,127.7
83,115.6534,108.5,122.2
84,122.3142,118.3,126.5
85,117.5488,110.4,123.9
